miseq_id,Date,ID,Site_code,Species,Amphibian_type,Age ,Lifestage,Sex,Habitat_type,Notes,qPCR,wild_captive,Sample_type,Latitude,Longitude,Altitude_ft,Altitude_m
TW16001,09/04/2016,TW16_001,JFE Mountain,Babina adenopleura,anuran,tadpoles (OW),tadpole,,Pond,,0.921,wild,swab,23.9581,120.8506,2247,685
TW16002,09/04/2016,TW16_002,JFE Mountain,Babina adenopleura,anuran,tadpoles (OW),tadpole,,Pond,,0,wild,swab,23.9581,120.8506,2247,685
TW16003,09/04/2016,TW16_003,JFE Mountain,Babina adenopleura,anuran,tadpoles (OW),tadpole,,Pond,,0,wild,swab,23.9581,120.8506,2247,685
TW16004,09/04/2016,TW16_004,JFE Mountain,Babina adenopleura,anuran,tadpoles (OW),tadpole,,Pond,,0,wild,swab,23.9581,120.8506,2247,685
TW16005,09/04/2016,TW16_005,JFE Mountain,Babina adenopleura,anuran,tadpoles (OW),tadpole,,Pond,,0,wild,swab,23.9581,120.8506,2247,685
TW16006,09/04/2016,TW16_006,JFE Mountain,Babina adenopleura,anuran,tadpoles (OW),tadpole,,Pond,,0,wild,swab,23.9581,120.8506,2247,685
TW16007,09/04/2016,TW16_007,JFE Mountain,Babina adenopleura,anuran,tadpoles (OW),tadpole,,Pond,,0,wild,swab,23.9581,120.8506,2247,685
TW16008,09/04/2016,TW16_008,JFE Mountain,Babina adenopleura,anuran,tadpoles (OW),tadpole,,Pond,,0,wild,swab,23.9581,120.8506,2247,685
TW16009,09/04/2016,TW16_009,JFE Mountain,Babina adenopleura,anuran,tadpoles (OW),tadpole,,Pond,,0,wild,swab,23.9581,120.8506,2247,685
TW16010,09/04/2016,TW16_010,JFE Mountain,Babina adenopleura,anuran,tadpoles (OW),tadpole,,Pond,,0,wild,swab,23.9581,120.8506,2247,685
TW16011,09/04/2016,TW16_011,JFE Mountain,Babina adenopleura,anuran,tadpoles (OW),tadpole,,Pond,,0,wild,swab,23.9581,120.8506,2247,685
TW16012,09/04/2016,TW16_012,JFE Mountain,Babina adenopleura,anuran,tadpoles (OW),tadpole,,Pond,,0,wild,swab,23.9581,120.8506,2247,685
TW16013,09/04/2016,TW16_013,JFE Mountain,Babina adenopleura,anuran,tadpoles (OW),tadpole,,Pond,,0,wild,swab,23.9581,120.8506,2247,685
TW16014,09/04/2016,TW16_014,JFE Mountain,Babina adenopleura,anuran,tadpoles (OW),tadpole,,Pond,,0.631,wild,swab,23.9581,120.8506,2247,685
TW16015,09/04/2016,TW16_015,JFE Mountain,Babina adenopleura,anuran,tadpoles (OW),tadpole,,Pond,,0,wild,swab,23.9581,120.8506,2247,685
TW16016,09/04/2016,TW16_016,JFE Mountain,Babina adenopleura,anuran,tadpoles (OW),tadpole,,Pond,,0,wild,swab,23.9581,120.8506,2247,685
TW16017,09/04/2016,TW16_017,JFE Mountain,Babina adenopleura,anuran,tadpoles (OW),tadpole,,Pond,,2.512,wild,swab,23.9581,120.8506,2247,685
TW16018,09/04/2016,TW16_018,JFE Mountain,Babina adenopleura,anuran,tadpoles (OW),tadpole,,Pond,,1.544,wild,swab,23.9581,120.8506,2247,685
TW16019,09/04/2016,TW16_019,JFE Mountain,Babina adenopleura,anuran,tadpoles (OW),tadpole,,Pond,,0,wild,swab,23.9581,120.8506,2247,685
TW16020,09/04/2016,TW16_020,JFE Mountain,Babina adenopleura,anuran,tadpoles (OW),tadpole,,Pond,,0,wild,swab,23.9581,120.8506,2247,685
TW16021,09/04/2016,TW16_021,JFE Mountain,Babina adenopleura,anuran,tadpoles (OW),tadpole,,Pond,,0,wild,swab,23.9581,120.8506,2247,685
TW16022,09/04/2016,TW16_022,JFE Mountain,Babina adenopleura,anuran,tadpoles (OW),tadpole,,Pond,,0,wild,swab,23.9581,120.8506,2247,685
TW16023,09/04/2016,TW16_023,JFE Mountain,Babina adenopleura,anuran,tadpoles (YOY),tadpole,,Pond,,6.053,wild,swab,23.9581,120.8506,2247,685
TW16024,09/04/2016,TW16_024,JFE Mountain,Babina adenopleura,anuran,tadpoles (YOY),tadpole,,Pond,,0,wild,swab,23.9581,120.8506,2247,685
TW16025,09/04/2016,TW16_025,JFE Mountain,Babina adenopleura,anuran,tadpoles (YOY),tadpole,,Pond,,0,wild,swab,23.9581,120.8506,2247,685
TW16026,09/04/2016,TW16_026,JFE Mountain,Babina adenopleura,anuran,tadpoles (YOY),tadpole,,Pond,,0,wild,swab,23.9581,120.8506,2247,685
TW16027,09/04/2016,TW16_027,JFE Mountain,Babina adenopleura,anuran,tadpoles (YOY),tadpole,,Pond,,0.447,wild,swab,23.9581,120.8506,2247,685
TW16028,09/04/2016,TW16_028,JFE Mountain,Babina adenopleura,anuran,tadpoles (YOY),tadpole,,Pond,,2.135,wild,swab,23.9581,120.8506,2247,685
TW16029,09/04/2016,TW16_029,JFE Mountain,Babina adenopleura,anuran,tadpoles (YOY),tadpole,,Pond,,1.134,wild,swab,23.9581,120.8506,2247,685
TW16030,09/04/2016,TW16_030,JFE Mountain,Babina adenopleura,anuran,tadpoles (YOY),tadpole,,Pond,,0,wild,swab,23.9581,120.8506,2247,685
TW16031,09/04/2016,TW16_031,JFE Mountain,Babina adenopleura,anuran,tadpoles (YOY),tadpole,,Pond,,5.253,wild,swab,23.9581,120.8506,2247,685
TW16032,09/04/2016,TW16_032,JFE Mountain,Babina adenopleura,anuran,tadpoles (YOY),tadpole,,Pond,,70.657,wild,swab,23.9581,120.8506,2247,685
TW16033,09/04/2016,TW16_033,JFE Mountain,Babina adenopleura,anuran,tadpoles (YOY),tadpole,,Pond,,0,wild,swab,23.9581,120.8506,2247,685
TW16034,09/04/2016,TW16_034,JFE Mountain,Babina adenopleura,anuran,tadpoles (YOY),tadpole,,Pond,,0,wild,swab,23.9581,120.8506,2247,685
TW16035,09/04/2016,TW16_035,JFE Mountain,Hylarana latouchii,anuran,tadpoles,tadpole,,Pond,,25.315,wild,swab,23.9581,120.8506,2247,685
TW16036,09/04/2016,TW16_036,JFE Mountain,Babina adenopleura,anuran,tadpoles,tadpole,,Pond,,7.129,wild,swab,23.9581,120.8506,2247,685
TW16037,09/04/2016,TW16_037,JFE Mountain,Hylarana latouchii,anuran,tadpoles,tadpole,,Pond,,0,wild,swab,23.9581,120.8506,2247,685
TW16038,09/04/2016,TW16_038,JFE Mountain,Hylarana latouchii,anuran,tadpoles,tadpole,,Pond,,0,wild,swab,23.9581,120.8506,2247,685
TW16039,09/04/2016,TW16_039,JFE Mountain,Hylarana latouchii,anuran,tadpoles,tadpole,,Pond,,16.616,wild,swab,23.9581,120.8506,2247,685
TW16040,09/04/2016,TW16_040,JFE Mountain,Hylarana latouchii,anuran,tadpoles,tadpole,,Pond,,0,wild,swab,23.9581,120.8506,2247,685
TW16041,09/04/2016,TW16_041,JFE Mountain,Hylarana latouchii,anuran,tadpoles,tadpole,,Pond,,0.091,wild,swab,23.9581,120.8506,2247,685
TW16042,09/04/2016,TW16_042,JFE Mountain,Hylarana latouchii,anuran,tadpoles,tadpole,,Pond,,1500,wild,swab,23.9581,120.8506,2247,685
TW16043,09/04/2016,TW16_043,JFE Mountain,Hylarana latouchii,anuran,tadpoles,tadpole,,Pond,,9.448,wild,swab,23.9581,120.8506,2247,685
TW16044,09/04/2016,TW16_044,JFE Mountain,Hylarana latouchii,anuran,tadpoles,tadpole,,Pond,,0,wild,swab,23.9581,120.8506,2247,685
TW16045,09/04/2016,TW16_045,JFE Mountain,Hylarana latouchii,anuran,tadpoles,tadpole,,Pond,,10.42,wild,swab,23.9581,120.8506,2247,685
TW16046,09/04/2016,TW16_046,JFE Mountain,Hylarana latouchii,anuran,tadpoles,tadpole,,Pond,,0,wild,swab,23.9581,120.8506,2247,685
TW16047,09/04/2016,TW16_047,JFE Mountain,Hylarana latouchii,anuran,tadpoles,tadpole,,Pond,,0,wild,swab,23.9581,120.8506,2247,685
TW16048,09/04/2016,TW16_048,JFE Mountain,Hylarana latouchii,anuran,tadpoles,tadpole,,Pond,,0.523,wild,swab,23.9581,120.8506,2247,685
TW16049,09/04/2016,TW16_049,JFE Mountain,Hylarana latouchii,anuran,tadpoles,tadpole,,Pond,,0,wild,swab,23.9581,120.8506,2247,685
TW16050,09/04/2016,TW16_050,JFE Mountain,Hylarana latouchii,anuran,tadpoles,tadpole,,Pond,,0,wild,swab,23.9581,120.8506,2247,685
TW16050c,09/04/2016,TW16_050,JFE Mountain,Hylarana latouchii,anuran,tadpoles,tadpole,,Pond,,0,wild,culture,23.9581,120.8506,2247,685
TW16051,09/04/2016,TW16_051,Lien Hua Pond (TW7),Babina adenopleura,anuran,tadpoles (OW),tadpole,,Pond,,0.802,wild,swab,23.9188,120.8827,2369,722
TW16052,09/04/2016,TW16_052,Lien Hua Pond (TW7),Babina adenopleura,anuran,tadpoles (OW),tadpole,,Pond,,0,wild,swab,23.9188,120.8827,2369,722
TW16053,09/04/2016,TW16_053,Lien Hua Pond (TW7),Babina adenopleura,anuran,tadpoles (OW),tadpole,,Pond,,0,wild,swab,23.9188,120.8827,2369,722
TW16054,09/04/2016,TW16_054,Lien Hua Pond (TW7),Babina adenopleura,anuran,tadpoles (OW),tadpole,,Pond,,0,wild,swab,23.9188,120.8827,2369,722
TW16055,09/04/2016,TW16_055,Lien Hua Pond (TW7),Babina adenopleura,anuran,tadpoles (OW),tadpole,,Pond,,0,wild,swab,23.9188,120.8827,2369,722
TW16056,09/04/2016,TW16_056,Lien Hua Pond (TW7),Babina adenopleura,anuran,tadpoles (OW),tadpole,,Pond,,0,wild,swab,23.9188,120.8827,2369,722
TW16057,09/04/2016,TW16_057,Lien Hua Pond (TW7),Babina adenopleura,anuran,tadpoles (OW),tadpole,,Pond,,0,wild,swab,23.9188,120.8827,2369,722
TW16058,09/04/2016,TW16_058,Lien Hua Pond (TW7),Babina adenopleura,anuran,tadpoles (OW),tadpole,,Pond,,0,wild,swab,23.9188,120.8827,2369,722
TW16059,09/04/2016,TW16_059,Lien Hua Pond (TW7),Babina adenopleura,anuran,tadpoles (OW),tadpole,,Pond,,0,wild,swab,23.9188,120.8827,2369,722
TW16060,09/04/2016,TW16_060,Lien Hua Pond (TW7),Babina adenopleura,anuran,tadpoles (OW),tadpole,,Pond,,0,wild,swab,23.9188,120.8827,2369,722
TW16061,09/04/2016,TW16_061,Lien Hua Pond (TW7),Babina adenopleura,anuran,tadpoles (OW),tadpole,,Pond,,0,wild,swab,23.9188,120.8827,2369,722
TW16062,09/04/2016,TW16_062,Lien Hua Pond (TW7),Babina adenopleura,anuran,tadpoles (OW),tadpole,,Pond,,0,wild,swab,23.9188,120.8827,2369,722
TW16063,09/04/2016,TW16_063,Lien Hua Pond (TW7),Babina adenopleura,anuran,tadpoles (OW),tadpole,,Pond,,0,wild,swab,23.9188,120.8827,2369,722
TW16064,09/04/2016,TW16_064,Lien Hua Pond (TW7),Babina adenopleura,anuran,tadpoles (OW),tadpole,,Pond,,0,wild,swab,23.9188,120.8827,2369,722
TW16065,09/04/2016,TW16_065,Lien Hua Pond (TW7),Babina adenopleura,anuran,tadpoles (OW),tadpole,,Pond,,0,wild,swab,23.9188,120.8827,2369,722
TW16066,09/04/2016,TW16_066,Lien Hua Pond (TW7),Babina adenopleura,anuran,tadpoles (OW),tadpole,,Pond,,0,wild,swab,23.9188,120.8827,2369,722
TW16067,09/04/2016,TW16_067,Lien Hua Pond (TW7),Babina adenopleura,anuran,tadpoles (OW),tadpole,,Pond,,0,wild,swab,23.9188,120.8827,2369,722
TW16068,09/04/2016,TW16_068,Lien Hua Pond (TW7),Babina adenopleura,anuran,tadpoles (OW),tadpole,,Pond,,0,wild,swab,23.9188,120.8827,2369,722
TW16069,09/04/2016,TW16_069,Lien Hua Pond (TW7),Babina adenopleura,anuran,tadpoles (OW),tadpole,,Pond,,0,wild,swab,23.9188,120.8827,2369,722
TW16070,09/04/2016,TW16_070,Lien Hua Pond (TW7),Babina adenopleura,anuran,tadpoles (OW),tadpole,,Pond,,0,wild,swab,23.9188,120.8827,2369,722
TW16071,09/04/2016,TW16_071,Lien Hua Pond (TW7),Babina adenopleura,anuran,tadpoles (OW),tadpole,,Pond,,0,wild,swab,23.9188,120.8827,2369,722
TW16072,09/04/2016,TW16_072,Lien Hua Pond (TW7),Babina adenopleura,anuran,tadpoles (OW),tadpole,,Pond,,0,wild,swab,23.9188,120.8827,2369,722
TW16073,09/04/2016,TW16_073,Lien Hua Pond (TW7),Babina adenopleura,anuran,tadpoles (OW),tadpole,,Pond,,0,wild,swab,23.9188,120.8827,2369,722
TW16074,09/04/2016,TW16_074,Lien Hua Pond (TW7),Babina adenopleura,anuran,tadpoles (OW),tadpole,,Pond,,0,wild,swab,23.9188,120.8827,2369,722
TW16075,09/04/2016,TW16_075,Lien Hua Pond (TW7),Babina adenopleura,anuran,tadpoles (YOY),tadpole,,Pond,,0,wild,swab,23.9188,120.8827,2369,722
TW16076,09/04/2016,TW16_076,Lien Hua Pond (TW7),Babina adenopleura,anuran,tadpoles (YOY),tadpole,,Pond,,0,wild,swab,23.9188,120.8827,2369,722
TW16077,09/04/2016,TW16_077,Lien Hua Pond (TW7),Babina adenopleura,anuran,tadpoles (YOY),tadpole,,Pond,,0,wild,swab,23.9188,120.8827,2369,722
TW16078,09/04/2016,TW16_078,Lien Hua Pond (TW7),Babina adenopleura,anuran,tadpoles (YOY),tadpole,,Pond,,0,wild,swab,23.9188,120.8827,2369,722
TW16079,09/04/2016,TW16_079,Lien Hua Pond (TW7),Babina adenopleura,anuran,tadpoles (YOY),tadpole,,Pond,,0,wild,swab,23.9188,120.8827,2369,722
TW16080,09/04/2016,TW16_080,Lien Hua Pond (TW7),Babina adenopleura,anuran,tadpoles (YOY),tadpole,,Pond,,0,wild,swab,23.9188,120.8827,2369,722
TW16081,09/04/2016,TW16_081,Lien Hua Pond (TW7),Babina adenopleura,anuran,tadpoles (YOY),tadpole,,Pond,,0,wild,swab,23.9188,120.8827,2369,722
TW16082,09/04/2016,TW16_082,Lien Hua Pond (TW7),Babina adenopleura,anuran,tadpoles (YOY),tadpole,,Pond,,0,wild,swab,23.9188,120.8827,2369,722
TW16083,09/04/2016,TW16_083,Lien Hua Pond (TW7),Babina adenopleura,anuran,tadpoles (YOY),tadpole,,Pond,,0,wild,swab,23.9188,120.8827,2369,722
TW16084,09/04/2016,TW16_084,Lien Hua Pond (TW7),Babina adenopleura,anuran,tadpoles (YOY),tadpole,,Pond,,0,wild,swab,23.9188,120.8827,2369,722
TW16085,09/04/2016,TW16_085,Lien Hua Pond (TW7),Babina adenopleura,anuran,tadpoles (YOY),tadpole,,Pond,,0,wild,swab,23.9188,120.8827,2369,722
TW16086,09/04/2016,TW16_086,Lien Hua Pond (TW7),Babina adenopleura,anuran,tadpoles (YOY),tadpole,,Pond,,0,wild,swab,23.9188,120.8827,2369,722
TW16087,09/04/2016,TW16_087,Lien Hua Pond (TW7),Babina adenopleura,anuran,tadpoles (YOY),tadpole,,Pond,,0,wild,swab,23.9188,120.8827,2369,722
TW16088,09/04/2016,TW16_088,Lien Hua Pond (TW7),Babina adenopleura,anuran,tadpoles (YOY),tadpole,,Pond,,0,wild,swab,23.9188,120.8827,2369,722
TW16089,09/04/2016,TW16_089,Lien Hua Pond (TW7),Babina adenopleura,anuran,tadpoles (YOY),tadpole,,Pond,,0,wild,swab,23.9188,120.8827,2369,722
TW16090,09/04/2016,TW16_090,Lien Hua Pond (TW7),Babina adenopleura,anuran,tadpoles (YOY),tadpole,,Pond,,0,wild,swab,23.9188,120.8827,2369,722
TW16091,09/04/2016,TW16_091,Lien Hua Pond (TW7),Babina adenopleura,anuran,tadpoles (YOY),tadpole,,Pond,,0,wild,swab,23.9188,120.8827,2369,722
TW16092,09/04/2016,TW16_092,Lien Hua Pond (TW7),Babina adenopleura,anuran,tadpoles (YOY),tadpole,,Pond,,0,wild,swab,23.9188,120.8827,2369,722
TW16093,09/04/2016,TW16_093,Lien Hua Pond (TW7),Babina adenopleura,anuran,tadpoles (YOY),tadpole,,Pond,,0,wild,swab,23.9188,120.8827,2369,722
TW16094,09/04/2016,TW16_094,Lien Hua Pond (TW7),Babina adenopleura,anuran,tadpoles (YOY),tadpole,,Pond,,0,wild,swab,23.9188,120.8827,2369,722
TW16095,09/04/2016,TW16_095,Lien Hua Pond (TW7),Babina adenopleura,anuran,tadpoles (YOY),tadpole,,Pond,,0,wild,swab,23.9188,120.8827,2369,722
TW16096,09/04/2016,TW16_096,Lien Hua Pond (TW7),Babina adenopleura,anuran,tadpoles (YOY),tadpole,,Pond,,0,wild,swab,23.9188,120.8827,2369,722
TW16097,09/04/2016,TW16_097,Lien Hua Pond (TW7),Babina adenopleura,anuran,tadpoles (YOY),tadpole,,Pond,,0,wild,swab,23.9188,120.8827,2369,722
TW16098,09/04/2016,TW16_098,Lien Hua Pond (TW7),Babina adenopleura,anuran,tadpoles (YOY),tadpole,,Pond,,0,wild,swab,23.9188,120.8827,2369,722
TW16099,09/04/2016,TW16_099,Lien Hua Pond (TW7),Babina adenopleura,anuran,tadpoles (YOY),tadpole,,Pond,,0,wild,swab,23.9188,120.8827,2369,722
TW16100,09/04/2016,TW16_100,Lien Hua Pond (TW7),Babina adenopleura,anuran,tadpoles (YOY),tadpole,,Pond,,0,wild,swab,23.9188,120.8827,2369,722
TW16101,09/04/2016,TW16_101,Lien Hua Pond (TW7),Babina adenopleura,anuran,tadpoles (YOY),tadpole,,Pond,,0,wild,swab,23.9188,120.8827,2369,722
TW16102,09/04/2016,TW16_102,Lien Hua Pond (TW7),Babina adenopleura,anuran,tadpoles (YOY),tadpole,,Pond,,0,wild,swab,23.9188,120.8827,2369,722
TW16103,10/04/2016,TW16_103,Xitou Entrance,Rhacophorus moltrechti,anuran,tadpoles,tadpole,,Pond,nearly dry,0,wild,swab,23.671755,120.790717,3865,1178
TW16104,10/04/2016,TW16_104,Xitou Entrance,Rhacophorus moltrechti,anuran,tadpoles,tadpole,,Pond,nearly dry,0,wild,swab,23.671755,120.790717,3865,1178
TW16105,10/04/2016,TW16_105,Xitou Entrance,Rhacophorus moltrechti,anuran,tadpoles,tadpole,,Pond,nearly dry,0,wild,swab,23.671755,120.790717,3865,1178
TW16106,10/04/2016,TW16_106,Xitou Entrance,Rhacophorus moltrechti,anuran,tadpoles,tadpole,,Pond,nearly dry,0,wild,swab,23.671755,120.790717,3865,1178
TW16107,10/04/2016,TW16_107,Xitou Entrance,Rhacophorus moltrechti,anuran,tadpoles,tadpole,,Pond,nearly dry,0,wild,swab,23.671755,120.790717,3865,1178
TW16108,10/04/2016,TW16_108,Xitou Entrance,Rhacophorus moltrechti,anuran,tadpoles,tadpole,,Pond,nearly dry,0,wild,swab,23.671755,120.790717,3865,1178
TW16109,10/04/2016,TW16_109,Xitou Entrance,Rhacophorus moltrechti,anuran,tadpoles,tadpole,,Pond,nearly dry,0,wild,swab,23.671755,120.790717,3865,1178
TW16110,10/04/2016,TW16_110,Xitou Entrance,Rhacophorus moltrechti,anuran,tadpoles,tadpole,,Pond,nearly dry,0,wild,swab,23.671755,120.790717,3865,1178
TW16111,10/04/2016,TW16_111,Xitou Entrance,Rhacophorus moltrechti,anuran,tadpoles,tadpole,,Pond,nearly dry,0,wild,swab,23.671755,120.790717,3865,1178
TW16112,10/04/2016,TW16_112,Xitou Entrance,Rhacophorus moltrechti,anuran,tadpoles,tadpole,,Pond,nearly dry,0,wild,swab,23.671755,120.790717,3865,1178
TW16113,10/04/2016,TW16_113,Xitou Entrance,Rhacophorus moltrechti,anuran,tadpoles,tadpole,,Pond,nearly dry,0,wild,swab,23.671755,120.790717,3865,1178
TW16114,10/04/2016,TW16_114,Xitou Entrance,Rhacophorus moltrechti,anuran,tadpoles,tadpole,,Pond,nearly dry,0,wild,swab,23.671755,120.790717,3865,1178
TW16115,10/04/2016,TW16_115,Xitou Entrance,Rhacophorus moltrechti,anuran,tadpoles,tadpole,,Pond,nearly dry,0,wild,swab,23.671755,120.790717,3865,1178
TW16116,10/04/2016,TW16_116,Xitou Entrance,Rhacophorus moltrechti,anuran,tadpoles,tadpole,,Pond,nearly dry,0,wild,swab,23.671755,120.790717,3865,1178
TW16117,10/04/2016,TW16_117,Xitou Entrance,Rhacophorus moltrechti,anuran,tadpoles,tadpole,,Pond,nearly dry,0,wild,swab,23.671755,120.790717,3865,1178
TW16118,10/04/2016,TW16_118,Xitou Entrance,Rhacophorus moltrechti,anuran,tadpoles,tadpole,,Pond,nearly dry,0,wild,swab,23.671755,120.790717,3865,1178
TW16119,10/04/2016,TW16_119,Xitou Entrance,Rhacophorus moltrechti,anuran,tadpoles,tadpole,,Pond,nearly dry,0,wild,swab,23.671755,120.790717,3865,1178
TW16120,10/04/2016,TW16_120,Xitou Entrance,Rhacophorus moltrechti,anuran,tadpoles,tadpole,,Pond,nearly dry,0,wild,swab,23.671755,120.790717,3865,1178
TW16121,10/04/2016,TW16_121,Xitou Entrance,Rhacophorus moltrechti,anuran,tadpoles,tadpole,,Pond,nearly dry,0,wild,swab,23.671755,120.790717,3865,1178
TW16122,10/04/2016,TW16_122,Xitou Entrance,Rhacophorus moltrechti,anuran,tadpoles,tadpole,,Pond,nearly dry,0,wild,swab,23.671755,120.790717,3865,1178
TW16123,10/04/2016,TW16_123,Xitou Entrance,Rhacophorus moltrechti,anuran,tadpoles,tadpole,,Pond,nearly dry,0,wild,swab,23.671755,120.790717,3865,1178
TW16124,10/04/2016,TW16_124,Xitou Entrance,Rhacophorus moltrechti,anuran,tadpoles,tadpole,,Pond,nearly dry,0,wild,swab,23.671755,120.790717,3865,1178
TW16125,10/04/2016,TW16_125,Xitou Entrance,Rhacophorus moltrechti,anuran,tadpoles,tadpole,,Pond,nearly dry,0,wild,swab,23.671755,120.790717,3865,1178
TW16126,10/04/2016,TW16_126,Xitou Entrance,Rhacophorus moltrechti,anuran,tadpoles,tadpole,,Pond,nearly dry,0,wild,swab,23.671755,120.790717,3865,1178
TW16127,10/04/2016,TW16_127,Xitou Entrance,Rhacophorus moltrechti,anuran,tadpoles,tadpole,,Pond,nearly dry,0,wild,swab,23.671755,120.790717,3865,1178
TW16128,10/04/2016,TW16_128,Xitou Entrance,Rhacophorus moltrechti,anuran,tadpoles,tadpole,,Pond,nearly dry,0,wild,swab,23.671755,120.790717,3865,1178
TW16129,10/04/2016,TW16_129,Xitou Entrance,Rhacophorus moltrechti,anuran,tadpoles,tadpole,,Pond,nearly dry,0,wild,swab,23.671755,120.790717,3865,1178
TW16130,10/04/2016,TW16_130,Xitou Entrance,Rhacophorus moltrechti,anuran,tadpoles,tadpole,,Pond,nearly dry,0,wild,swab,23.671755,120.790717,3865,1178
TW16131,10/04/2016,TW16_131,Xitou Entrance,Rhacophorus moltrechti,anuran,tadpoles,tadpole,,Pond,nearly dry,0,wild,swab,23.671755,120.790717,3865,1178
TW16132,10/04/2016,TW16_132,Xitou Entrance,Rhacophorus moltrechti,anuran,tadpoles,tadpole,,Pond,nearly dry,0,wild,swab,23.671755,120.790717,3865,1178
TW16133,10/04/2016,TW16_133,Xitou Entrance,Rhacophorus moltrechti,anuran,tadpoles,tadpole,,Pond,nearly dry,0,wild,swab,23.671755,120.790717,3865,1178
TW16134,10/04/2016,TW16_134,Xitou Entrance,Rhacophorus moltrechti,anuran,tadpoles,tadpole,,Pond,nearly dry,0,wild,swab,23.671755,120.790717,3865,1178
TW16135,10/04/2016,TW16_135,Xitou 2,Hylarana latouchii,anuran,adults,adult,,small pond,,0,wild,swab,23.671755,120.790717,3865,1178
TW16136,10/04/2016,TW16_136,Xitou 2,Hylarana latouchii,anuran,adults,adult,,small pond,,0,wild,swab,23.671755,120.790717,3865,1178
TW16137,10/04/2016,TW16_137,Xitou 2,Bufo bankorensis,anuran,tadpoles,tadpole,,small pond,,0,wild,swab,23.671755,120.790717,3865,1178
TW16138,10/04/2016,TW16_138,Xitou 2,Bufo bankorensis,anuran,tadpoles,tadpole,,small pond,,0,wild,swab,23.671755,120.790717,3865,1178
TW16139,10/04/2016,TW16_139,Xitou 2,Bufo bankorensis,anuran,tadpoles,tadpole,,small pond,,0,wild,swab,23.671755,120.790717,3865,1178
TW16140,10/04/2016,TW16_140,Xitou 2,Bufo bankorensis,anuran,tadpoles,tadpole,,small pond,,0,wild,swab,23.671755,120.790717,3865,1178
TW16141,10/04/2016,TW16_141,Xitou 2,Bufo bankorensis,anuran,tadpoles,tadpole,,small pond,,0,wild,swab,23.671755,120.790717,3865,1178
TW16142,10/04/2016,TW16_142,Xitou 2,Bufo bankorensis,anuran,tadpoles,tadpole,,small pond,,0,wild,swab,23.671755,120.790717,3865,1178
TW16143,10/04/2016,TW16_143,Xitou 2,Bufo bankorensis,anuran,tadpoles,tadpole,,small pond,,0,wild,swab,23.671755,120.790717,3865,1178
TW16144,10/04/2016,TW16_144,Xitou 2,Bufo bankorensis,anuran,tadpoles,tadpole,,small pond,,0,wild,swab,23.671755,120.790717,3865,1178
TW16145,10/04/2016,TW16_145,Xitou 2,Bufo bankorensis,anuran,tadpoles,tadpole,,small pond,,0,wild,swab,23.671755,120.790717,3865,1178
TW16146,10/04/2016,TW16_146,Xitou 2,Bufo bankorensis,anuran,tadpoles,tadpole,,small pond,,0,wild,swab,23.671755,120.790717,3865,1178
TW16147,10/04/2016,TW16_147,Xitou 2,Bufo bankorensis,anuran,tadpoles,tadpole,,small pond,,0,wild,swab,23.671755,120.790717,3865,1178
TW16148,10/04/2016,TW16_148,Xitou 2,Bufo bankorensis,anuran,tadpoles,tadpole,,small pond,,0,wild,swab,23.671755,120.790717,3865,1178
TW16149,10/04/2016,TW16_149,Xitou 2,Bufo bankorensis,anuran,tadpoles,tadpole,,small pond,,0,wild,swab,23.671755,120.790717,3865,1178
TW16150,10/04/2016,TW16_150,Xitou 2,Bufo bankorensis,anuran,tadpoles,tadpole,,small pond,,0,wild,swab,23.671755,120.790717,3865,1178
TW16151,10/04/2016,TW16_151,Xitou 2,Bufo bankorensis,anuran,tadpoles,tadpole,,small pond,,0,wild,swab,23.671755,120.790717,3865,1178
TW16152,10/04/2016,TW16_152,Xitou 2,Bufo bankorensis,anuran,tadpoles,tadpole,,small pond,,0,wild,swab,23.671755,120.790717,3865,1178
TW16153,10/04/2016,TW16_153,Xitou 2,Bufo bankorensis,anuran,tadpoles,tadpole,,small pond,,0,wild,swab,23.671755,120.790717,3865,1178
TW16154,10/04/2016,TW16_154,Xitou 2,Bufo bankorensis,anuran,tadpoles,tadpole,,small pond,,0,wild,swab,23.671755,120.790717,3865,1178
TW16155,10/04/2016,TW16_155,Xitou 2,Bufo bankorensis,anuran,tadpoles,tadpole,,small pond,,0,wild,swab,23.671755,120.790717,3865,1178
TW16156,10/04/2016,TW16_156,Xitou 2,Bufo bankorensis,anuran,tadpoles,tadpole,,small pond,,0,wild,swab,23.671755,120.790717,3865,1178
TW16157,10/04/2016,TW16_157,Xitou 2,Bufo bankorensis,anuran,tadpoles,tadpole,,small pond,,0.373,wild,swab,23.671755,120.790717,3865,1178
TW16158,10/04/2016,TW16_158,Xitou 2,Bufo bankorensis,anuran,tadpoles,tadpole,,small pond,,0,wild,swab,23.671755,120.790717,3865,1178
TW16159,10/04/2016,TW16_159,Xitou 2,Bufo bankorensis,anuran,tadpoles,tadpole,,small pond,,0,wild,swab,23.671755,120.790717,3865,1178
TW16160,10/04/2016,TW16_160,Xitou 2,Bufo bankorensis,anuran,tadpoles,tadpole,,small pond,,0,wild,swab,23.671755,120.790717,3865,1178
TW16161,10/04/2016,TW16_161,Xitou 2,Bufo bankorensis,anuran,tadpoles,tadpole,,small pond,,0.186,wild,swab,23.671755,120.790717,3865,1178
