"V1" "V2" "V3" "V4" "V5" "V6" "V7"
"SV8924" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" NA NA NA
"SV8925" "k__Fungi" NA NA NA NA NA NA
"SV8926" "k__Fungi" NA NA NA NA NA NA
"SV8927" "k__Fungi" "p__Chytridiomycota" "c__Rhizophydiomycetes" "o__Rhizophydiales" NA NA NA
"SV8928" "k__Fungi" NA NA NA NA NA NA
"SV8929" "k__Fungi" "p__Mortierellomycota" "c__Mortierellomycetes" "o__Mortierellales" "f__Mortierellaceae" NA NA
"SV8930" "k__Fungi" NA NA NA NA NA NA
"SV8931" "k__Fungi" NA NA NA NA NA NA
"SV8932" "k__Fungi" NA NA NA NA NA NA
"SV8933" "k__Fungi" "p__Chytridiomycota" "c__Rhizophydiomycetes" "o__Rhizophydiales" NA NA NA
"SV8934" "k__Fungi" "p__Ascomycota" "c__Pezizomycotina_cls_Incertae_sedis" "o__Pezizomycotina_ord_Incertae_sedis" "f__Pezizomycotina_fam_Incertae_sedis" "g__Cylindrotheca" NA
"SV8935" "k__Fungi" NA NA NA NA NA NA
"SV8936" "k__Fungi" NA NA NA NA NA NA
"SV8937" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Agaricales" "f__Physalacriaceae" "g__Flammulina" "s__mexicana"
"SV8938" "k__Fungi" NA NA NA NA NA NA
"SV8939" "k__Fungi" "p__Chytridiomycota" NA NA NA NA NA
"SV8940" "k__Fungi" NA NA NA NA NA NA
"SV8941" "k__Fungi" NA NA NA NA NA NA
"SV8942" "k__Fungi" "p__Chytridiomycota" "c__Rhizophydiomycetes" "o__Rhizophydiales" "f__Rhizophydiaceae" "g__Rhizophydium" NA
"SV8943" "k__Fungi" NA NA NA NA NA NA
"SV8944" "k__Fungi" NA NA NA NA NA NA
"SV8945" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Capnodiales" NA NA NA
"SV8946" "k__Fungi" NA NA NA NA NA NA
"SV8947" "k__Fungi" NA NA NA NA NA NA
"SV8948" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Myrmecridiales" "f__Myrmecridiales_fam_Incertae_sedis" "g__Atractospora" "s__verruculosa"
"SV8949" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" NA NA NA
"SV8950" "k__Fungi" NA NA NA NA NA NA
"SV8951" "k__Fungi" "p__Basidiomycota" "c__Tremellomycetes" "o__Tremellales" NA NA NA
"SV8952" "k__Fungi" "p__Basidiomycota" NA NA NA NA NA
"SV8953" "k__Fungi" NA NA NA NA NA NA
"SV8954" "k__Fungi" NA NA NA NA NA NA
"SV8955" "k__Fungi" NA NA NA NA NA NA
"SV8956" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" NA NA NA
"SV8957" "k__Fungi" NA NA NA NA NA NA
"SV8958" "k__Fungi" "p__Basidiomycota" "c__Cystobasidiomycetes" "o__Erythrobasidiales" NA NA NA
"SV8959" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Didymellaceae" "g__Didymella" "s__fabae"
"SV8960" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Didymellaceae" NA NA
"SV8961" "k__Fungi" "p__Basidiomycota" "c__Cystobasidiomycetes" "o__Cystobasidiales" "f__Cystobasidiaceae" "g__Cystobasidium" "s__slooffiae"
"SV8962" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Sporormiaceae" "g__Preussia" "s__persica"
"SV8963" "k__Fungi" NA NA NA NA NA NA
"SV8964" "k__Fungi" "p__Ascomycota" "c__Lecanoromycetes" "o__Lecanorales" "f__Cladoniaceae" "g__Cladonia" "s__nana"
"SV8965" "k__Fungi" NA NA NA NA NA NA
"SV8966" "k__Fungi" "p__Ascomycota" "c__Saccharomycetes" "o__Saccharomycetales" "f__Debaryomycetaceae" "g__Debaryomyces" "s__nepalensis"
"SV8967" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Helotiales" "f__Helotiales_fam_Incertae_sedis" "g__Lareunionomyces" "s__syzygii"
"SV8968" "k__Fungi" "p__Ascomycota" NA NA NA NA NA
"SV8969" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Trechisporales" NA NA NA
"SV8970" "k__Fungi" NA NA NA NA NA NA
"SV8971" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Xylariales" "f__Xylariaceae" "g__Xylaria" "s__venosula"
"SV8972" "k__Fungi" "p__Ascomycota" NA NA NA NA NA
"SV8973" "k__Fungi" "p__Basidiomycota" "c__Tremellomycetes" "o__Filobasidiales" NA NA NA
"SV8974" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Cantharellales" "f__Cantharellales_fam_Incertae_sedis" "g__Sistotrema" "s__adnatum"
"SV8975" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" NA NA NA NA
"SV8976" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Magnaporthales" NA NA NA
"SV8977" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Helotiales" "f__Helotiaceae" NA NA
"SV8978" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" "o__Chaetothyriales" NA NA NA
"SV8979" "k__Fungi" NA NA NA NA NA NA
"SV8980" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" NA NA NA NA
"SV8981" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Magnaporthales" "f__Magnaporthaceae" "g__Ophioceras" NA
"SV8982" "k__Fungi" "p__Ascomycota" "c__Orbiliomycetes" NA NA NA NA
"SV8983" "k__Fungi" "p__Chytridiomycota" NA NA NA NA NA
"SV8984" "k__Fungi" NA NA NA NA NA NA
"SV8985" "k__Fungi" "p__Ascomycota" NA NA NA NA NA
"SV8986" "k__Fungi" "p__Ascomycota" NA NA NA NA NA
"SV8987" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" NA NA NA NA
"SV8988" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Helotiales" "f__Dermateaceae" "g__Scleropezicula" NA
"SV8989" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Sordariales" "f__Sordariales_fam_Incertae_sedis" "g__Conlarium" NA
"SV8990" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Hymenochaetales" "f__Schizoporaceae" "g__Hyphodontia" "s__subalutacea"
"SV8991" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" "o__Chaetothyriales" NA NA NA
"SV8992" "k__Fungi" "p__Ascomycota" "c__Lecanoromycetes" "o__Lecanorales" "f__Micareaceae" "g__Micarea" "s__cinerea"
"SV8993" "k__Fungi" "p__Ascomycota" "c__Lecanoromycetes" "o__Lecanorales" NA NA NA
"SV8994" "k__Fungi" "p__Ascomycota" "c__Lecanoromycetes" NA NA NA NA
"SV8995" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Helotiales" "f__Leotiaceae" "g__Gorgomyces" NA
"SV8996" "k__Fungi" NA NA NA NA NA NA
"SV8997" "k__Fungi" "p__Basidiomycota" "c__Agaricostilbomycetes" "o__Agaricostilbales" "f__Ruineniaceae" "g__Ruinenia" NA
"SV8998" "k__Fungi" NA NA NA NA NA NA
"SV8999" "k__Fungi" "p__Ascomycota" NA NA NA NA NA
"SV9000" "k__Fungi" NA NA NA NA NA NA
"SV9001" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Agaricales" NA NA NA
"SV9002" "k__Fungi" NA NA NA NA NA NA
"SV9003" "k__Fungi" NA NA NA NA NA NA
"SV9004" "k__Fungi" "p__Basidiomycota" "c__Tremellomycetes" "o__Trichosporonales" "f__Trichosporonaceae" NA NA
"SV9005" "k__Fungi" NA NA NA NA NA NA
"SV9006" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" NA NA NA NA
"SV9007" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Capnodiales" NA NA NA
"SV9008" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Magnaporthales" "f__Magnaporthaceae" "g__Ophioceras" "s__leptosporum"
"SV9009" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" NA NA NA NA
"SV9010" "k__Fungi" "p__Ascomycota" "c__Xylonomycetes" "o__GS34" NA NA NA
"SV9011" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" "o__Chaetothyriales" NA NA NA
"SV9012" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Helotiales" "f__Hyaloscyphaceae" NA NA
"SV9013" "k__Fungi" "p__Ascomycota" "c__Lecanoromycetes" "o__Ostropales" "f__Gomphillaceae" NA NA
"SV9014" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Helotiales" NA NA NA
"SV9015" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Capnodiales" NA NA NA
"SV9016" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Sebacinales" NA NA NA
"SV9017" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Myrmecridiales" NA NA NA
"SV9018" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Agaricales" "f__Tricholomataceae" "g__Gerronema" NA
"SV9019" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Cantharellales" NA NA NA
"SV9020" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" NA NA NA NA
"SV9021" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Hymenochaetales" "f__Schizoporaceae" "g__Xylodon" "s__crustosus"
"SV9022" "k__Fungi" NA NA NA NA NA NA
"SV9023" "k__Fungi" NA NA NA NA NA NA
"SV9024" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Capnodiales" NA NA NA
"SV9025" "k__Fungi" "p__Ascomycota" "c__Lecanoromycetes" "o__Lecanorales" "f__Micareaceae" "g__Micarea" NA
"SV9026" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Sordariales" "f__Lasiosphaeriaceae" "g__Podospora" NA
"SV9027" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Agaricales" "f__Typhulaceae" "g__Tygervalleyomyces" NA
"SV9028" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" NA NA NA NA
"SV9029" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Agaricales" "f__Tricholomataceae" "g__Mycena" NA
"SV9030" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Helotiales" NA NA NA
"SV9031" "k__Fungi" NA NA NA NA NA NA
"SV9032" "k__Fungi" "p__Ascomycota" NA NA NA NA NA
"SV9033" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Agaricales" "f__Omphalotaceae" "g__Rhodocollybia" "s__tablensis"
"SV9034" "k__Fungi" "p__Ascomycota" "c__Lecanoromycetes" NA NA NA NA
"SV9035" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Agaricales" NA NA NA
"SV9036" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Phaeosphaeriaceae" NA NA
"SV9037" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Helotiales" "f__Hyaloscyphaceae" NA NA
"SV9038" "k__Fungi" NA NA NA NA NA NA
"SV9039" "k__Fungi" NA NA NA NA NA NA
"SV9040" "k__Fungi" NA NA NA NA NA NA
"SV9041" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Agaricales" NA NA NA
"SV9042" "k__Fungi" NA NA NA NA NA NA
"SV9043" "k__Fungi" NA NA NA NA NA NA
"SV9044" "k__Fungi" "p__Ascomycota" NA NA NA NA NA
"SV9045" "k__Fungi" "p__Rozellomycota" "c__Rozellomycotina_cls_Incertae_sedis" "o__GS10" NA NA NA
"SV9046" "k__Fungi" NA NA NA NA NA NA
"SV9047" "k__Fungi" NA NA NA NA NA NA
"SV9048" "k__Fungi" "p__Rozellomycota" "c__Rozellomycotina_cls_Incertae_sedis" "o__Branch03" NA NA NA
"SV9049" "k__Fungi" NA NA NA NA NA NA
"SV9050" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Agaricales" "f__Psathyrellaceae" "g__Psathyrella" NA
"SV9051" "k__Fungi" "p__Ascomycota" "c__Lecanoromycetes" NA NA NA NA
"SV9052" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Russulales" "f__Stereaceae" NA NA
"SV9053" "k__Fungi" "p__Basidiomycota" "c__Tremellomycetes" "o__Tremellales" "f__Phaeotremellaceae" "g__Phaeotremella" "s__fagi"
"SV9054" "k__Fungi" NA NA NA NA NA NA
"SV9055" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Helotiales" NA NA NA
"SV9056" "k__Fungi" NA NA NA NA NA NA
"SV9057" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" NA NA NA NA
"SV9058" "k__Fungi" "p__Ascomycota" NA NA NA NA NA
"SV9059" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Agaricales" "f__Tricholomataceae" "g__Flagelloscypha" NA
"SV9060" "k__Fungi" "p__Basidiomycota" NA NA NA NA NA
"SV9061" "k__Fungi" "p__Basidiomycota" "c__Tremellomycetes" "o__Tremellales" "f__Bulleribasidiaceae" "g__Derxomyces" NA
"SV9062" "k__Fungi" "p__Ascomycota" "c__Lecanoromycetes" NA NA NA NA
"SV9063" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Xylariales" "f__Xylariaceae" "g__Circinotrichum" "s__papakurae"
"SV9064" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" "o__Chaetothyriales" "f__Herpotrichiellaceae" "g__Exophiala" NA
"SV9065" "k__Fungi" "p__Basidiomycota" "c__Tremellomycetes" "o__Tremellales" NA NA NA
"SV9066" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Botryosphaeriales" "f__Botryosphaeriaceae" "g__Dothiorella" NA
"SV9067" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Cordycipitaceae" "g__Beauveria" NA
"SV9068" "k__Fungi" "p__Ascomycota" NA NA NA NA NA
"SV9069" "k__Fungi" NA NA NA NA NA NA
"SV9070" "k__Fungi" NA NA NA NA NA NA
"SV9071" "k__Fungi" NA NA NA NA NA NA
"SV9072" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Venturiales" "f__Sympoventuriaceae" "g__Ochroconis" NA
"SV9073" "k__Fungi" NA NA NA NA NA NA
"SV9074" "k__Fungi" NA NA NA NA NA NA
"SV9075" "k__Fungi" "p__Ascomycota" "c__Lecanoromycetes" "o__Ostropales" "f__Gomphillaceae" NA NA
"SV9076" "k__Fungi" NA NA NA NA NA NA
"SV9077" "k__Fungi" NA NA NA NA NA NA
"SV9078" "k__Fungi" NA NA NA NA NA NA
"SV9079" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Agaricales" NA NA NA
"SV9080" "k__Fungi" NA NA NA NA NA NA
"SV9081" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Capnodiales" "f__Capnodiales_fam_Incertae_sedis" NA NA
"SV9082" "k__Fungi" NA NA NA NA NA NA
"SV9083" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Diaporthales" "f__Diaporthaceae" "g__Diaporthe" NA
"SV9084" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Agaricales" NA NA NA
"SV9085" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" "o__Chaetothyriales" NA NA NA
"SV9086" "k__Fungi" "p__Basidiomycota" "c__Tremellomycetes" "o__Tremellales" "f__Cuniculitremaceae" "g__Kockovaella" "s__machilophila"
"SV9087" "k__Fungi" NA NA NA NA NA NA
"SV9088" "k__Fungi" NA NA NA NA NA NA
"SV9089" "k__Fungi" "p__Basidiomycota" "c__Microbotryomycetes" "o__Microbotryomycetes_ord_Incertae_sedis" "f__Chrysozymaceae" NA NA
"SV9090" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" "o__Chaetothyriales" "f__Cyphellophoraceae" "g__Cyphellophora" NA
"SV9091" "k__Fungi" NA NA NA NA NA NA
"SV9092" "k__Fungi" "p__Basidiomycota" "c__Microbotryomycetes" NA NA NA NA
"SV9093" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Auriculariales" NA NA NA
"SV9094" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Helotiales" NA NA NA
"SV9095" "k__Fungi" NA NA NA NA NA NA
"SV9096" "k__Fungi" NA NA NA NA NA NA
"SV9097" "k__Fungi" NA NA NA NA NA NA
"SV9098" "k__Fungi" NA NA NA NA NA NA
"SV9099" "k__Fungi" NA NA NA NA NA NA
"SV9100" "k__Fungi" NA NA NA NA NA NA
"SV9101" "k__Fungi" NA NA NA NA NA NA
"SV9102" "k__Fungi" NA NA NA NA NA NA
"SV9103" "k__Fungi" NA NA NA NA NA NA
"SV9104" "k__Fungi" NA NA NA NA NA NA
"SV9105" "k__Fungi" NA NA NA NA NA NA
"SV9106" "k__Fungi" "p__Rozellomycota" "c__Rozellomycotina_cls_Incertae_sedis" "o__Rozellomycotina_ord_Incertae_sedis" "f__Rozellomycotina_fam_Incertae_sedis" "g__Paramicrosporidium" "s__saccamoebae"
"SV9107" "k__Fungi" NA NA NA NA NA NA
"SV9108" "k__Fungi" NA NA NA NA NA NA
"SV9109" "k__Fungi" "p__Ascomycota" NA NA NA NA NA
"SV9110" "k__Fungi" NA NA NA NA NA NA
"SV9111" "k__Fungi" NA NA NA NA NA NA
"SV9112" "k__Fungi" "p__Chytridiomycota" NA NA NA NA NA
"SV9113" "k__Fungi" "p__Chytridiomycota" NA NA NA NA NA
"SV9114" "k__Fungi" NA NA NA NA NA NA
"SV9115" "k__Fungi" NA NA NA NA NA NA
"SV9116" "k__Fungi" NA NA NA NA NA NA
"SV9117" "k__Fungi" NA NA NA NA NA NA
"SV9118" "k__Fungi" NA NA NA NA NA NA
"SV9119" "k__Fungi" NA NA NA NA NA NA
"SV9120" "k__Fungi" NA NA NA NA NA NA
"SV9121" "k__Fungi" NA NA NA NA NA NA
"SV9122" "k__Fungi" "p__Rozellomycota" NA NA NA NA NA
"SV9123" "k__Fungi" NA NA NA NA NA NA
"SV9124" "k__Fungi" "p__Rozellomycota" "c__Rozellomycotina_cls_Incertae_sedis" "o__GS11" NA NA NA
"SV9125" "k__Fungi" NA NA NA NA NA NA
"SV9126" "k__Fungi" NA NA NA NA NA NA
"SV9127" "k__Fungi" NA NA NA NA NA NA
"SV9128" "k__Fungi" "p__Rozellomycota" "c__Rozellomycotina_cls_Incertae_sedis" "o__GS05" NA NA NA
"SV9129" "k__Fungi" "p__Basidiomycota" "c__Exobasidiomycetes" "o__Entylomatales" "f__Entylomatales_fam_Incertae_sedis" "g__Tilletiopsis" "s__washingtonensis"
"SV9130" "k__Fungi" NA NA NA NA NA NA
"SV9131" "k__Fungi" "p__Basidiomycota" NA NA NA NA NA
"SV9132" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" "o__Eurotiales" "f__Aspergillaceae" "g__Aspergillus" NA
"SV9133" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Helotiales" "f__Helotiales_fam_Incertae_sedis" "g__Cadophora" "s__luteo-olivacea"
"SV9134" "k__Fungi" NA NA NA NA NA NA
"SV9135" "k__Fungi" NA NA NA NA NA NA
"SV9136" "k__Fungi" NA NA NA NA NA NA
"SV9137" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Agaricales" "f__Psathyrellaceae" "g__Psathyrella" "s__luteopallida"
"SV9138" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Capnodiales" "f__Mycosphaerellaceae" "g__Ramularia" "s__inaequalis"
"SV9139" "k__Fungi" NA NA NA NA NA NA
"SV9140" "k__Fungi" NA NA NA NA NA NA
"SV9141" "k__Fungi" NA NA NA NA NA NA
"SV9142" "k__Fungi" NA NA NA NA NA NA
"SV9143" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Capnodiales" NA NA NA
"SV9144" "k__Fungi" NA NA NA NA NA NA
"SV9145" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Polyporales" "f__Polyporaceae" NA NA
"SV9146" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" "o__Eurotiales" "f__Aspergillaceae" "g__Aspergillus" NA
"SV9147" "k__Fungi" NA NA NA NA NA NA
"SV9148" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Dothideales" NA NA NA
"SV9149" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" NA NA NA
"SV9150" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Capnodiales" NA NA NA
"SV9151" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Agaricales" "f__Tricholomataceae" NA NA
"SV9152" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" NA NA NA NA
"SV9153" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Trechisporales" NA NA NA
"SV9154" "k__Fungi" NA NA NA NA NA NA
"SV9155" "k__Fungi" "p__Rozellomycota" NA NA NA NA NA
"SV9156" "k__Fungi" "p__Ascomycota" NA NA NA NA NA
"SV9157" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Helotiales" "f__Helotiaceae" "g__Articulospora" NA
"SV9158" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" NA NA NA
"SV9159" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" NA NA NA NA
"SV9160" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" NA NA NA NA
"SV9161" "k__Fungi" "p__Mucoromycota" "c__Mucoromycetes" "o__Mucorales" "f__Mucoraceae" "g__Mucor" "s__genevensis"
"SV9162" "k__Fungi" NA NA NA NA NA NA
"SV9163" "k__Fungi" NA NA NA NA NA NA
"SV9164" "k__Fungi" "p__Rozellomycota" NA NA NA NA NA
"SV9165" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Coniochaetales" NA NA NA
"SV9166" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" "o__Chaetothyriales" "f__Cyphellophoraceae" "g__Cyphellophora" "s__europaea"
"SV9167" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Didymellaceae" NA NA
"SV9168" "k__Fungi" "p__Ascomycota" NA NA NA NA NA
"SV9169" "k__Fungi" NA NA NA NA NA NA
"SV9170" "k__Fungi" "p__Rozellomycota" "c__Rozellomycotina_cls_Incertae_sedis" "o__GS05" NA NA NA
"SV9171" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" "o__Chaetothyriales" "f__Trichomeriaceae" "g__Knufia" NA
"SV9172" "k__Fungi" NA NA NA NA NA NA
"SV9173" "k__Fungi" "p__Ascomycota" NA NA NA NA NA
"SV9174" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Polyporales" "f__Polyporales_fam_Incertae_sedis" "g__Lopharia" "s__cinerascens"
"SV9175" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" NA NA NA NA
"SV9176" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" NA NA NA NA
"SV9177" "k__Fungi" NA NA NA NA NA NA
"SV9178" "k__Fungi" "p__Ascomycota" "c__Lecanoromycetes" NA NA NA NA
"SV9179" "k__Fungi" NA NA NA NA NA NA
"SV9180" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" NA NA NA NA
"SV9181" "k__Fungi" NA NA NA NA NA NA
"SV9182" "k__Fungi" "p__Ascomycota" NA NA NA NA NA
"SV9183" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Cantharellales" NA NA NA
"SV9184" "k__Fungi" "p__Basidiomycota" "c__Microbotryomycetes" "o__Kriegeriales" "f__Kriegeriaceae" "g__Meredithblackwellia" "s__eburnea"
"SV9185" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Helotiales" "f__Helotiaceae" NA NA
"SV9186" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" "o__Chaetothyriales" "f__Chaetothyriales_fam_Incertae_sedis" "g__Strelitziana" NA
"SV9187" "k__Fungi" NA NA NA NA NA NA
"SV9188" "k__Fungi" NA NA NA NA NA NA
"SV9189" "k__Fungi" NA NA NA NA NA NA
"SV9190" "k__Fungi" "p__Rozellomycota" "c__Rozellomycotina_cls_Incertae_sedis" "o__Branch03" NA NA NA
"SV9191" "k__Fungi" NA NA NA NA NA NA
"SV9192" "k__Fungi" "p__Basidiomycota" "c__Pucciniomycetes" "o__Pucciniales" "f__Pucciniaceae" NA NA
"SV9193" "k__Fungi" NA NA NA NA NA NA
"SV9194" "k__Fungi" NA NA NA NA NA NA
"SV9195" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" "o__Pyrenulales" "f__Pyrenulaceae" "g__Pyrenula" NA
"SV9196" "k__Fungi" NA NA NA NA NA NA
"SV9197" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Hymenochaetales" "f__Schizoporaceae" NA NA
"SV9198" "k__Fungi" NA NA NA NA NA NA
"SV9199" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" NA NA NA NA
"SV9200" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Auriculariales" NA NA NA
"SV9201" "k__Fungi" "p__Rozellomycota" NA NA NA NA NA
"SV9202" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" NA NA NA NA
"SV9203" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" NA NA NA
"SV9204" "k__Fungi" "p__Ascomycota" "c__Orbiliomycetes" "o__Orbiliales" "f__Orbiliaceae" "g__Hyalorbilia" "s__erythrostigma"
"SV9205" "k__Fungi" "p__Ascomycota" "c__Orbiliomycetes" "o__Orbiliales" "f__Orbiliaceae" "g__Hyalorbilia" "s__erythrostigma"
"SV9206" "k__Fungi" NA NA NA NA NA NA
"SV9207" "k__Fungi" NA NA NA NA NA NA
"SV9208" "k__Fungi" NA NA NA NA NA NA
"SV9209" "k__Fungi" NA NA NA NA NA NA
"SV9210" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" NA NA NA NA
"SV9211" "k__Fungi" NA NA NA NA NA NA
"SV9212" "k__Fungi" NA NA NA NA NA NA
"SV9213" "k__Fungi" NA NA NA NA NA NA
"SV9214" "k__Fungi" NA NA NA NA NA NA
"SV9215" "k__Fungi" NA NA NA NA NA NA
"SV9216" "k__Fungi" NA NA NA NA NA NA
"SV9217" "k__Fungi" NA NA NA NA NA NA
"SV9218" "k__Fungi" NA NA NA NA NA NA
"SV9219" "k__Fungi" NA NA NA NA NA NA
"SV9220" "k__Fungi" NA NA NA NA NA NA
"SV9221" "k__Fungi" NA NA NA NA NA NA
"SV9222" "k__Fungi" "p__Ascomycota" NA NA NA NA NA
"SV9223" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Magnaporthales" "f__Magnaporthaceae" "g__Mycoleptodiscus" NA
"SV9224" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Didymosphaeriaceae" NA NA
"SV9225" "k__Fungi" NA NA NA NA NA NA
"SV9226" "k__Fungi" "p__Basidiomycota" "c__Tremellomycetes" "o__Tremellales" "f__Bulleribasidiaceae" "g__Hannaella" "s__oryzae"
