"V1" "V2" "V3" "V4" "V5" "V6" "V7"
"SV5091" "k__Fungi" NA NA NA NA NA NA
"SV5092" "k__Fungi" NA NA NA NA NA NA
"SV5093" "k__Fungi" NA NA NA NA NA NA
"SV5094" "k__Fungi" NA NA NA NA NA NA
"SV5095" "k__Fungi" NA NA NA NA NA NA
"SV5096" "k__Fungi" "p__Rozellomycota" NA NA NA NA NA
"SV5097" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" NA NA NA NA
"SV5098" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Helotiales" "f__Dermateaceae" "g__Calloria" "s__citrina"
"SV5099" "k__Fungi" "p__Rozellomycota" NA NA NA NA NA
"SV5100" "k__Fungi" "p__Rozellomycota" NA NA NA NA NA
"SV5101" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Polyporales" "f__Meruliaceae" "g__Phlebia" NA
"SV5102" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" NA NA NA NA
"SV5103" "k__Fungi" NA NA NA NA NA NA
"SV5104" "k__Fungi" NA NA NA NA NA NA
"SV5105" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" NA NA NA
"SV5106" "k__Fungi" "p__Ascomycota" "c__Saccharomycetes" "o__Saccharomycetales" "f__Debaryomycetaceae" "g__Debaryomyces" NA
"SV5107" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Clavicipitaceae" NA NA
"SV5108" "k__Fungi" "p__Basidiomycota" "c__Wallemiomycetes" "o__Wallemiales" "f__Wallemiaceae" "g__Wallemia" "s__canadensis"
"SV5109" "k__Fungi" NA NA NA NA NA NA
"SV5110" "k__Fungi" NA NA NA NA NA NA
"SV5111" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Helotiales" "f__Helotiaceae" "g__Calyptrozyma" NA
"SV5112" "k__Fungi" "p__Basidiomycota" "c__Tremellomycetes" "o__Filobasidiales" "f__Filobasidiaceae" "g__Heterocephalacria" NA
"SV5113" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Diaporthales" "f__Gnomoniaceae" "g__Gnomoniopsis" "s__fructicola"
"SV5114" "k__Fungi" "p__Ascomycota" NA NA NA NA NA
"SV5115" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Phaeosphaeriaceae" NA NA
"SV5116" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Helotiales" "f__Leotiaceae" "g__Gorgomyces" NA
"SV5117" "k__Fungi" NA NA NA NA NA NA
"SV5118" "k__Fungi" "p__Basidiomycota" "c__Tremellomycetes" "o__Tremellales" NA NA NA
"SV5119" "k__Fungi" "p__Basidiomycota" "c__Tremellomycetes" "o__Tremellales" "f__Bulleribasidiaceae" "g__Dioszegia" "s__fristingensis"
"SV5120" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Phaeosphaeriaceae" "g__Parastagonospora" "s__avenae"
"SV5121" "k__Fungi" "p__Basidiomycota" "c__Cystobasidiomycetes" NA NA NA NA
"SV5122" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Cucurbitariaceae" "g__Pyrenochaeta" NA
"SV5123" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Helotiales" "f__Helotiaceae" "g__Tetracladium" NA
"SV5124" "k__Fungi" NA NA NA NA NA NA
"SV5125" "k__Fungi" NA NA NA NA NA NA
"SV5126" "k__Fungi" NA NA NA NA NA NA
"SV5127" "k__Fungi" NA NA NA NA NA NA
"SV5128" "k__Fungi" "p__Ascomycota" "c__Lecanoromycetes" "o__Ostropales" "f__Gomphillaceae" NA NA
"SV5129" "k__Fungi" NA NA NA NA NA NA
"SV5130" "k__Fungi" NA NA NA NA NA NA
"SV5131" "k__Fungi" "p__Chytridiomycota" "c__Rhizophydiomycetes" "o__Rhizophydiales" NA NA NA
"SV5132" "k__Fungi" NA NA NA NA NA NA
"SV5133" "k__Fungi" NA NA NA NA NA NA
"SV5134" "k__Fungi" NA NA NA NA NA NA
"SV5135" "k__Fungi" NA NA NA NA NA NA
"SV5136" "k__Fungi" NA NA NA NA NA NA
"SV5137" "k__Fungi" NA NA NA NA NA NA
"SV5138" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Trematosphaeriaceae" "g__Trematosphaeria" "s__hydrela"
"SV5139" "k__Fungi" NA NA NA NA NA NA
"SV5140" "k__Fungi" "p__Ascomycota" "c__Saccharomycetes" "o__Saccharomycetales" NA NA NA
"SV5141" "k__Fungi" "p__Rozellomycota" "c__Rozellomycotina_cls_Incertae_sedis" "o__Rozellomycotina_ord_Incertae_sedis" "f__Rozellomycotina_fam_Incertae_sedis" "g__Paramicrosporidium" "s__saccamoebae"
"SV5142" "k__Fungi" "p__Basidiomycota" "c__Cystobasidiomycetes" "o__Erythrobasidiales" NA NA NA
"SV5143" "k__Fungi" NA NA NA NA NA NA
"SV5144" "k__Fungi" NA NA NA NA NA NA
"SV5145" "k__Fungi" "p__Basidiomycota" NA NA NA NA NA
"SV5146" "k__Fungi" "p__Rozellomycota" "c__Rozellomycotina_cls_Incertae_sedis" "o__GS10" NA NA NA
"SV5147" "k__Fungi" NA NA NA NA NA NA
"SV5148" "k__Fungi" "p__Rozellomycota" NA NA NA NA NA
"SV5149" "k__Fungi" NA NA NA NA NA NA
"SV5150" "k__Fungi" "p__Chytridiomycota" NA NA NA NA NA
"SV5151" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Cucurbitariaceae" NA NA
"SV5152" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" NA NA NA
"SV5153" "k__Fungi" NA NA NA NA NA NA
"SV5154" "k__Fungi" "p__Chytridiomycota" "c__Rhizophydiomycetes" "o__Rhizophydiales" "f__Alphamycetaceae" "g__Betamyces" "s__americae-meridionalis"
"SV5155" "k__Fungi" NA NA NA NA NA NA
"SV5156" "k__Fungi" NA NA NA NA NA NA
"SV5157" "k__Fungi" "p__Ascomycota" NA NA NA NA NA
"SV5158" "k__Fungi" "p__Basidiomycota" "c__Tremellomycetes" NA NA NA NA
"SV5159" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Helotiales" "f__Helotiales_fam_Incertae_sedis" "g__Coleophoma" NA
"SV5160" "k__Fungi" "p__Basidiomycota" "c__Tremellomycetes" "o__Tremellales" "f__Rhynchogastremataceae" "g__Papiliotrema" NA
"SV5161" "k__Fungi" NA NA NA NA NA NA
"SV5162" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Agaricales" "f__Tricholomataceae" "g__Flagelloscypha" NA
"SV5163" "k__Fungi" "p__Ascomycota" "c__Lecanoromycetes" "o__Lecanorales" "f__Parmeliaceae" "g__Usnea" NA
"SV5164" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Helotiales" "f__Helotiaceae" "g__Scytalidium" "s__circinatum"
"SV5165" "k__Fungi" NA NA NA NA NA NA
"SV5166" "k__Fungi" NA NA NA NA NA NA
"SV5167" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Xylariales" "f__Microdochiaceae" "g__Microdochium" NA
"SV5168" "k__Fungi" NA NA NA NA NA NA
"SV5169" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" NA NA NA NA
"SV5170" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Helotiales" "f__Hyaloscyphaceae" "g__Calycina" "s__claroflava"
"SV5171" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Myrmecridiales" "f__Myrmecridiales_fam_Incertae_sedis" "g__Atractospora" "s__verruculosa"
"SV5172" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Atheliales" "f__Atheliaceae" NA NA
"SV5173" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Capnodiales" "f__Mycosphaerellaceae" "g__Acrodontium" "s__crateriforme"
"SV5174" "k__Fungi" "p__Ascomycota" NA NA NA NA NA
"SV5175" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Chaetosphaeriales" NA NA NA
"SV5176" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Venturiales" "f__Venturiaceae" "g__Pseudoanungitea" "s__syzygii"
"SV5177" "k__Fungi" "p__Ascomycota" NA NA NA NA NA
"SV5178" "k__Fungi" "p__Basidiomycota" "c__Tremellomycetes" "o__Tremellales" "f__Trimorphomycetaceae" NA NA
"SV5179" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Helotiales" "f__Hyaloscyphaceae" "g__Arachnopeziza" "s__aurata"
"SV5180" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Pleomassariaceae" NA NA
"SV5181" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Helotiales" NA NA NA
"SV5182" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" NA NA NA NA
"SV5183" "k__Fungi" "p__Basidiomycota" NA NA NA NA NA
"SV5184" "k__Fungi" "p__Basidiomycota" "c__Cystobasidiomycetes" "o__Erythrobasidiales" "f__Erythrobasidiaceae" "g__Erythrobasidium" NA
"SV5185" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Polyporales" "f__Meruliaceae" "g__Phanerochaete" "s__bambusicola"
"SV5186" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Helotiales" "f__Helotiales_fam_Incertae_sedis" NA NA
"SV5187" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Phaeosphaeriaceae" "g__Setophoma" NA
"SV5188" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Chaetosphaeriales" NA NA NA
"SV5189" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Hypocreales_fam_Incertae_sedis" "g__Sporidesmium" NA
"SV5190" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Lophiostomataceae" "g__Lophiostoma" "s__corticola"
"SV5191" "k__Fungi" "p__Ascomycota" NA NA NA NA NA
"SV5192" "k__Fungi" NA NA NA NA NA NA
"SV5193" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Trechisporales" NA NA NA
"SV5194" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" NA NA NA NA
"SV5195" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Auriculariales" "f__Exidiaceae" "g__Exidia" "s__nucleata"
"SV5196" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" NA NA NA
"SV5197" "k__Fungi" NA NA NA NA NA NA
"SV5198" "k__Fungi" "p__Basidiomycota" "c__Tremellomycetes" "o__Tremellales" "f__Bulleribasidiaceae" "g__Hannaella" "s__oryzae"
"SV5199" "k__Fungi" NA NA NA NA NA NA
"SV5200" "k__Fungi" "p__Basidiomycota" "c__Tremellomycetes" "o__Holtermanniales" "f__Holtermanniales_fam_Incertae_sedis" "g__Holtermanniella" "s__takashimae"
"SV5201" "k__Fungi" NA NA NA NA NA NA
"SV5202" "k__Fungi" NA NA NA NA NA NA
"SV5203" "k__Fungi" NA NA NA NA NA NA
"SV5204" "k__Fungi" NA NA NA NA NA NA
"SV5205" "k__Fungi" NA NA NA NA NA NA
"SV5206" "k__Fungi" "p__Ascomycota" "c__Pezizomycotina_cls_Incertae_sedis" "o__Pezizomycotina_ord_Incertae_sedis" "f__Pezizomycotina_fam_Incertae_sedis" "g__Cylindrotheca" NA
"SV5207" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Bionectriaceae" NA NA
"SV5208" "k__Fungi" NA NA NA NA NA NA
"SV5209" "k__Fungi" NA NA NA NA NA NA
"SV5210" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Didymellaceae" NA NA
"SV5211" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Sordariales" "f__Lasiosphaeriaceae" "g__Podospora" "s__cochleariformis"
"SV5212" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Stachybotryaceae" NA NA
"SV5213" "k__Fungi" "p__Basidiomycota" "c__Tremellomycetes" "o__Tremellales" "f__Bulleribasidiaceae" "g__Dioszegia" NA
"SV5214" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Xylariales" "f__Microdochiaceae" "g__Microdochium" NA
"SV5215" "k__Fungi" "p__Basidiomycota" "c__Tremellomycetes" "o__Filobasidiales" "f__Piskurozymaceae" "g__Piskurozyma" "s__silvicola"
"SV5216" "k__Fungi" "p__Rozellomycota" "c__Rozellomycotina_cls_Incertae_sedis" "o__Branch02" NA NA NA
"SV5217" "k__Fungi" "p__Basidiomycota" "c__Tremellomycetes" "o__Tremellales" "f__Bulleribasidiaceae" NA NA
"SV5218" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Thyridariaceae" "g__Roussoella" "s__solani"
"SV5219" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" NA NA NA NA
"SV5220" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" "o__Chaetothyriales" "f__Trichomeriaceae" "g__Trichomerium" "s__dioscoreae"
"SV5221" "k__Fungi" "p__Ascomycota" NA NA NA NA NA
"SV5222" "k__Fungi" NA NA NA NA NA NA
"SV5223" "k__Fungi" "p__Ascomycota" NA NA NA NA NA
"SV5224" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Agaricales" "f__Tricholomataceae" "g__Mycena" NA
"SV5225" "k__Fungi" "p__Ascomycota" "c__Lecanoromycetes" "o__Lecanorales" "f__Ramalinaceae" "g__Bacidina" "s__arnoldiana"
"SV5226" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" NA NA NA
"SV5227" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" NA NA NA NA
"SV5228" "k__Fungi" NA NA NA NA NA NA
"SV5229" "k__Fungi" "p__Basidiomycota" "c__Tremellomycetes" "o__Tremellales" "f__Bulleribasidiaceae" NA NA
"SV5230" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Helotiales" "f__Hyaloscyphaceae" "g__Hyalopeziza" NA
"SV5231" "k__Fungi" NA NA NA NA NA NA
"SV5232" "k__Fungi" NA NA NA NA NA NA
"SV5233" "k__Fungi" NA NA NA NA NA NA
"SV5234" "k__Fungi" NA NA NA NA NA NA
"SV5235" "k__Fungi" "p__Rozellomycota" "c__Rozellomycotina_cls_Incertae_sedis" "o__GS11" NA NA NA
"SV5236" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Hypocreales_fam_Incertae_sedis" "g__Acremonium" "s__alternatum"
"SV5237" "k__Fungi" NA NA NA NA NA NA
"SV5238" "k__Fungi" NA NA NA NA NA NA
"SV5239" "k__Fungi" "p__Ascomycota" NA NA NA NA NA
"SV5240" "k__Fungi" "p__Rozellomycota" "c__Rozellomycotina_cls_Incertae_sedis" "o__Branch03" NA NA NA
"SV5241" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Polyporales" "f__Podoscyphaceae" "g__Hypochnicium" "s__multiforme"
"SV5242" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Sebacinales" "f__Serendipitaceae" "g__Serendipita" "s__vermifera"
"SV5243" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Xylariales" "f__Xylariaceae" NA NA
"SV5244" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" NA NA NA NA
"SV5245" "k__Fungi" "p__Rozellomycota" NA NA NA NA NA
"SV5246" "k__Fungi" "p__Rozellomycota" NA NA NA NA NA
"SV5247" "k__Fungi" "p__Rozellomycota" NA NA NA NA NA
"SV5248" "k__Fungi" NA NA NA NA NA NA
"SV5249" "k__Fungi" "p__Ascomycota" "c__Orbiliomycetes" "o__Orbiliales" "f__Orbiliaceae" "g__Dactylella" "s__arnaudii"
"SV5250" "k__Fungi" "p__Ascomycota" NA NA NA NA NA
"SV5251" "k__Fungi" "p__Zoopagomycota" NA NA NA NA NA
"SV5252" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Xylariales" "f__Xylariales_fam_Incertae_sedis" "g__Liberomyces" NA
"SV5253" "k__Fungi" NA NA NA NA NA NA
"SV5254" "k__Fungi" NA NA NA NA NA NA
"SV5255" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Agaricales" "f__Tricholomataceae" NA NA
"SV5256" "k__Fungi" NA NA NA NA NA NA
"SV5257" "k__Fungi" "p__Rozellomycota" "c__Rozellomycotina_cls_Incertae_sedis" "o__Rozellomycotina_ord_Incertae_sedis" "f__Rozellomycotina_fam_Incertae_sedis" "g__Paramicrosporidium" "s__saccamoebae"
"SV5258" "k__Fungi" "p__Ascomycota" NA NA NA NA NA
"SV5259" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Dictyosporiaceae" "g__Pseudocoleophoma" "s__calamagrostidis"
"SV5260" "k__Fungi" "p__Basidiomycota" "c__Microbotryomycetes" NA NA NA NA
"SV5261" "k__Fungi" "p__Rozellomycota" "c__Rozellomycotina_cls_Incertae_sedis" "o__GS05" NA NA NA
"SV5262" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Nectriaceae" NA NA
"SV5263" "k__Fungi" "p__Rozellomycota" "c__Rozellomycotina_cls_Incertae_sedis" "o__GS05" NA NA NA
"SV5264" "k__Fungi" "p__Basidiomycota" "c__Microbotryomycetes" "o__Microbotryomycetes_ord_Incertae_sedis" "f__Chrysozymaceae" NA NA
"SV5265" "k__Fungi" "p__Basidiomycota" "c__Tremellomycetes" "o__Trichosporonales" "f__Trichosporonaceae" "g__Apiotrichum" "s__dulcitum"
"SV5266" "k__Fungi" NA NA NA NA NA NA
"SV5267" "k__Fungi" NA NA NA NA NA NA
"SV5268" "k__Fungi" NA NA NA NA NA NA
"SV5269" "k__Fungi" "p__Rozellomycota" "c__Rozellomycotina_cls_Incertae_sedis" "o__GS10" NA NA NA
"SV5270" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Agaricales" "f__Physalacriaceae" NA NA
"SV5271" "k__Fungi" NA NA NA NA NA NA
"SV5272" "k__Fungi" "p__Basidiomycota" "c__Microbotryomycetes" "o__Microbotryomycetes_ord_Incertae_sedis" "f__Microbotryomycetes_fam_Incertae_sedis" "g__Curvibasidium" "s__cygneicollum"
"SV5273" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Capnodiales" NA NA NA
"SV5274" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Venturiales" "f__Venturiaceae" NA NA
"SV5275" "k__Fungi" NA NA NA NA NA NA
"SV5276" "k__Fungi" "p__Basidiomycota" "c__Microbotryomycetes" "o__Microbotryales" NA NA NA
"SV5277" "k__Fungi" "p__Ascomycota" "c__Pezizomycotina_cls_Incertae_sedis" "o__Pezizomycotina_ord_Incertae_sedis" "f__Pezizomycotina_fam_Incertae_sedis" "g__Cylindrotheca" NA
"SV5278" "k__Fungi" "p__Kickxellomycota" "c__Kickxellomycetes" "o__Kickxellales" "f__Kickxellaceae" "g__Ramicandelaber" "s__taiwanensis"
"SV5279" "k__Fungi" "p__Rozellomycota" "c__Rozellomycotina_cls_Incertae_sedis" "o__GS12" NA NA NA
"SV5280" "k__Fungi" NA NA NA NA NA NA
"SV5281" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Polyporales" "f__Xenasmataceae" "g__Xenasma" NA
"SV5282" "k__Fungi" "p__Ascomycota" "c__Lecanoromycetes" NA NA NA NA
"SV5283" "k__Fungi" NA NA NA NA NA NA
"SV5284" "k__Fungi" NA NA NA NA NA NA
"SV5285" "k__Fungi" NA NA NA NA NA NA
"SV5286" "k__Fungi" "p__Basidiomycota" NA NA NA NA NA
"SV5287" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" "o__Chaetothyriales" "f__Herpotrichiellaceae" "g__Rhinocladiella" "s__fasciculata"
"SV5288" "k__Fungi" NA NA NA NA NA NA
"SV5289" "k__Fungi" NA NA NA NA NA NA
"SV5290" "k__Fungi" "p__Ascomycota" NA NA NA NA NA
"SV5291" "k__Fungi" "p__Chytridiomycota" "c__Rhizophydiomycetes" "o__Rhizophydiales" "f__Alphamycetaceae" "g__Alphamyces" "s__chaetifer"
"SV5292" "k__Fungi" NA NA NA NA NA NA
"SV5293" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Diaporthales" NA NA NA
"SV5294" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Helotiales" NA NA NA
"SV5295" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Polyporales" "f__Coriolaceae" "g__Trametes" "s__elegans"
"SV5296" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" NA NA NA NA
"SV5297" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" NA NA NA
"SV5298" "k__Fungi" NA NA NA NA NA NA
"SV5299" "k__Fungi" NA NA NA NA NA NA
"SV5300" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Capnodiales" NA NA NA
"SV5301" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Didymellaceae" NA NA
"SV5302" "k__Fungi" NA NA NA NA NA NA
"SV5303" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" "o__Eurotiales" "f__Aspergillaceae" "g__Penicillium" NA
"SV5304" "k__Fungi" "p__Basidiomycota" "c__Tremellomycetes" "o__Tremellales" "f__Trimorphomycetaceae" "g__Carlosrosaea" NA
"SV5305" "k__Fungi" NA NA NA NA NA NA
"SV5306" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Agaricales" "f__Psathyrellaceae" "g__Coprinopsis" NA
"SV5307" "k__Fungi" NA NA NA NA NA NA
"SV5308" "k__Fungi" NA NA NA NA NA NA
"SV5309" "k__Fungi" NA NA NA NA NA NA
"SV5310" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" NA NA NA NA
"SV5311" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Xylariales" "f__Xylariaceae" NA NA
"SV5312" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Pleosporales_fam_Incertae_sedis" "g__Pseudorobillarda" NA
"SV5313" "k__Fungi" "p__Basidiomycota" "c__Cystobasidiomycetes" "o__Erythrobasidiales" "f__Erythrobasidiaceae" "g__Erythrobasidium" NA
"SV5314" "k__Fungi" NA NA NA NA NA NA
"SV5315" "k__Fungi" "p__Mucoromycota" "c__Mucoromycetes" "o__Mucorales" "f__Mucoraceae" "g__Mucor" "s__nidicola"
"SV5316" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" NA NA NA NA
"SV5317" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Clavicipitaceae" "g__Metacordyceps" "s__chlamydosporia"
"SV5318" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" "o__Chaetothyriales" "f__Cyphellophoraceae" "g__Cyphellophora" "s__reptans"
"SV5319" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Microascales" "f__Microascaceae" "g__Microascus" "s__croci"
"SV5320" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" "o__Eurotiales" "f__Aspergillaceae" "g__Aspergillus" NA
"SV5321" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Morosphaeriaceae" "g__Acrocalymma" NA
"SV5322" "k__Fungi" NA NA NA NA NA NA
"SV5323" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Stachybotryaceae" "g__Stachybotrys" NA
"SV5324" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" NA NA NA NA
"SV5325" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" NA NA NA NA
"SV5326" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Cordycipitaceae" NA NA
"SV5327" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Hypocreales_fam_Incertae_sedis" "g__Acremonium" NA
"SV5328" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Venturiales" "f__Sympoventuriaceae" "g__Ochroconis" "s__lascauxensis"
"SV5329" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" NA NA NA NA
"SV5330" "k__Fungi" "p__Rozellomycota" NA NA NA NA NA
"SV5331" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" NA NA NA NA
"SV5332" "k__Fungi" NA NA NA NA NA NA
"SV5333" "k__Fungi" NA NA NA NA NA NA
"SV5334" "k__Fungi" "p__Rozellomycota" "c__Rozellomycotina_cls_Incertae_sedis" "o__GS10" NA NA NA
"SV5335" "k__Fungi" "p__Ascomycota" "c__Orbiliomycetes" "o__Orbiliales" NA NA NA
"SV5336" "k__Fungi" NA NA NA NA NA NA
"SV5337" "k__Fungi" "p__Rozellomycota" "c__Rozellomycotina_cls_Incertae_sedis" "o__GS05" NA NA NA
"SV5338" "k__Fungi" NA NA NA NA NA NA
"SV5339" "k__Fungi" NA NA NA NA NA NA
"SV5340" "k__Fungi" NA NA NA NA NA NA
"SV5341" "k__Fungi" NA NA NA NA NA NA
"SV5342" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Acrospermales" "f__Acrospermales_fam_Incertae_sedis" "g__Leptodiscella" NA
"SV5343" "k__Fungi" NA NA NA NA NA NA
"SV5344" "k__Fungi" NA NA NA NA NA NA
"SV5345" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" "o__Phaeomoniellales" "f__Phaeomoniellaceae" NA NA
"SV5346" "k__Fungi" NA NA NA NA NA NA
"SV5347" "k__Fungi" "p__Chytridiomycota" "c__Lobulomycetes" "o__Lobulomycetales" "f__Lobulomycetaceae" "g__Lobulomyces" NA
"SV5348" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" "o__Chaetothyriales" "f__Trichomeriaceae" "g__Knufia" NA
"SV5349" "k__Fungi" NA NA NA NA NA NA
"SV5350" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Nectriaceae" "g__Neonectria" NA
"SV5351" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Sordariales" "f__Lasiosphaeriaceae" "g__Cercophora" "s__mirabilis"
"SV5352" "k__Fungi" NA NA NA NA NA NA
"SV5353" "k__Fungi" "p__Rozellomycota" NA NA NA NA NA
"SV5354" "k__Fungi" NA NA NA NA NA NA
"SV5355" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" "o__Chaetothyriales" NA NA NA
"SV5356" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Lophiostomataceae" NA NA
"SV5357" "k__Fungi" NA NA NA NA NA NA
"SV5358" "k__Fungi" NA NA NA NA NA NA
"SV5359" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Nectriaceae" "g__Gibberella" "s__tricincta"
"SV5360" "k__Fungi" "p__Ascomycota" "c__Orbiliomycetes" "o__Orbiliales" "f__Orbiliaceae" NA NA
"SV5361" "k__Fungi" NA NA NA NA NA NA
