"V1" "V2" "V3" "V4" "V5" "V6" "V7"
"SV1980" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Capnodiales" NA NA NA
"SV1981" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Phaeosphaeriaceae" "g__Setophoma" "s__yingyisheniae"
"SV1982" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" NA NA NA NA
"SV1983" "k__Fungi" NA NA NA NA NA NA
"SV1984" "k__Fungi" "p__Ascomycota" "c__Saccharomycetes" "o__Saccharomycetales" "f__Phaffomycetaceae" "g__Barnettozyma" NA
"SV1985" "k__Fungi" "p__Ascomycota" "c__Lecanoromycetes" "o__Lecanorales" "f__Ramalinaceae" NA NA
"SV1986" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" NA NA NA
"SV1987" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Diaporthales" "f__Diaporthaceae" "g__Diaporthe" "s__passiflorae"
"SV1988" "k__Fungi" NA NA NA NA NA NA
"SV1989" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Leptosphaeriaceae" "g__Neophaeosphaeria" NA
"SV1990" "k__Fungi" NA NA NA NA NA NA
"SV1991" "k__Fungi" "p__Ascomycota" "c__Saccharomycetes" "o__Saccharomycetales" "f__Phaffomycetaceae" "g__Cyberlindnera" "s__saturnus"
"SV1992" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Hypocreales_fam_Incertae_sedis" "g__Acremonium" "s__vitellinum"
"SV1993" "k__Fungi" NA NA NA NA NA NA
"SV1994" "k__Fungi" NA NA NA NA NA NA
"SV1995" "k__Fungi" NA NA NA NA NA NA
"SV1996" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Pleomassariaceae" NA NA
"SV1997" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Capnodiales" "f__Teratosphaeriaceae" "g__Devriesia" NA
"SV1998" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" "o__Verrucariales" "f__Verrucariaceae" "g__Endocarpon" NA
"SV1999" "k__Fungi" NA NA NA NA NA NA
"SV2000" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Capnodiales" "f__Dissoconiaceae" "g__Ramichloridium" "s__apiculatum"
"SV2001" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Periconiaceae" "g__Periconia" "s__macrospinosa"
"SV2002" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Sebacinales" "f__Sebacinaceae" NA NA
"SV2003" "k__Fungi" "p__Ascomycota" "c__Orbiliomycetes" "o__Orbiliales" "f__Orbiliaceae" "g__Orbilia" "s__aristata"
"SV2004" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Pleurotheciales" "f__Pleurotheciaceae" "g__Phaeoisaria" NA
"SV2005" "k__Fungi" NA NA NA NA NA NA
"SV2006" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Capnodiales" "f__Cladosporiaceae" "g__Toxicocladosporium" NA
"SV2007" "k__Fungi" NA NA NA NA NA NA
"SV2008" "k__Fungi" NA NA NA NA NA NA
"SV2009" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Xylariales" "f__Sporocadaceae" "g__Pestalotiopsis" NA
"SV2010" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Lophiotremataceae" "g__Atrocalyx" "s__krabiensis"
"SV2011" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Xylariales" "f__Microdochiaceae" "g__Microdochium" "s__phragmitis"
"SV2012" "k__Fungi" NA NA NA NA NA NA
"SV2013" "k__Fungi" "p__Chytridiomycota" "c__Rhizophydiomycetes" "o__Rhizophydiales" "f__Rhizophydiales_fam_Incertae_sedis" "g__Batrachochytrium" "s__salamandrivorans"
"SV2014" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" "o__Eurotiales" "f__Aspergillaceae" "g__Penicillium" NA
"SV2015" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Capnodiales" NA NA NA
"SV2016" "k__Fungi" "p__Rozellomycota" NA NA NA NA NA
"SV2017" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Hypocreales_fam_Incertae_sedis" "g__Acremonium" NA
"SV2018" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Parabambusicolaceae" "g__Neoaquastroma" NA
"SV2019" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Pseudoberkleasmiaceae" "g__Pseudoberkleasmium" NA
"SV2020" "k__Fungi" "p__Rozellomycota" "c__Rozellomycotina_cls_Incertae_sedis" "o__GS10" NA NA NA
"SV2021" "k__Fungi" "p__Basidiomycota" "c__Cystobasidiomycetes" "o__Cystobasidiomycetes_ord_Incertae_sedis" "f__Symmetrosporaceae" "g__Symmetrospora" NA
"SV2022" "k__Fungi" NA NA NA NA NA NA
"SV2023" "k__Fungi" "p__Ascomycota" "c__Saccharomycetes" "o__Saccharomycetales" "f__Phaffomycetaceae" "g__Cyberlindnera" "s__saturnus"
"SV2024" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Xylariales" "f__Apiosporaceae" "g__Arthrinium" "s__rasikravindrae"
"SV2025" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Xylariales" "f__Apiosporaceae" "g__Arthrinium" "s__rasikravindrae"
"SV2026" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" NA NA NA
"SV2027" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Thyridariaceae" "g__Roussoella" NA
"SV2028" "k__Fungi" "p__Rozellomycota" NA NA NA NA NA
"SV2029" "k__Fungi" "p__Basidiomycota" "c__Cystobasidiomycetes" "o__Erythrobasidiales" "f__Erythrobasidiaceae" "g__Erythrobasidium" "s__yunnanense"
"SV2030" "k__Fungi" NA NA NA NA NA NA
"SV2031" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" "o__Eurotiales" "f__Aspergillaceae" "g__Penicillium" NA
"SV2032" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Microascales" "f__Halosphaeriaceae" NA NA
"SV2033" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Sordariales" "f__Sordariales_fam_Incertae_sedis" "g__Fluminicola" "s__thailandensis"
"SV2034" "k__Fungi" NA NA NA NA NA NA
"SV2035" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Diaporthales" NA NA NA
"SV2036" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Phaeosphaeriaceae" "g__Setophoma" "s__chromolaenae"
"SV2037" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Cucurbitariaceae" "g__Pyrenochaetopsis" "s__leptospora"
"SV2038" "k__Fungi" NA NA NA NA NA NA
"SV2039" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Pleosporales_fam_Incertae_sedis" "g__Berkleasmium" NA
"SV2040" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Pleosporales_fam_Incertae_sedis" "g__Trichobotrys" "s__effusa"
"SV2041" "k__Fungi" NA NA NA NA NA NA
"SV2042" "k__Fungi" NA NA NA NA NA NA
"SV2043" "k__Fungi" NA NA NA NA NA NA
"SV2044" "k__Fungi" "p__Basidiomycota" "c__Microbotryomycetes" NA NA NA NA
"SV2045" "k__Fungi" NA NA NA NA NA NA
"SV2046" "k__Fungi" NA NA NA NA NA NA
"SV2047" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Capnodiales" "f__Cladosporiaceae" "g__Cladosporium" "s__tenuissimum"
"SV2048" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Dictyosporiaceae" "g__Digitodesmium" "s__bambusicola"
"SV2049" "k__Fungi" "p__Rozellomycota" "c__Rozellomycotina_cls_Incertae_sedis" "o__Branch03" NA NA NA
"SV2050" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Clavicipitaceae" "g__Metarhizium" "s__anisopliae"
"SV2051" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Pleosporales_fam_Incertae_sedis" "g__Pseudochaetosphaeronema" NA
"SV2052" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Capnodiales" "f__Teratosphaeriaceae" "g__Devriesia" NA
"SV2053" "k__Fungi" NA NA NA NA NA NA
"SV2054" "k__Fungi" "p__Ascomycota" "c__Pezizomycotina_cls_Incertae_sedis" "o__Pezizomycotina_ord_Incertae_sedis" "f__Pezizomycotina_fam_Incertae_sedis" "g__Ciliophora" NA
"SV2055" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Agaricales" "f__Pterulaceae" "g__Radulotubus" "s__resupinatus"
"SV2056" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Bionectriaceae" NA NA
"SV2057" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Hymenochaetales" "f__Schizoporaceae" "g__Lyomyces" "s__mascarensis"
"SV2058" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Phaeosphaeriaceae" "g__Didymocyrtis" "s__cladoniicola"
"SV2059" "k__Fungi" NA NA NA NA NA NA
"SV2060" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Hymenochaetales" "f__Schizoporaceae" "g__Xylodon" NA
"SV2061" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Sordariales" "f__Sordariales_fam_Incertae_sedis" "g__Ramophialophora" NA
"SV2062" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Polyporales" "f__Polyporaceae" "g__Lentinus" "s__arcularius"
"SV2063" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Tubeufiales" "f__Tubeufiaceae" NA NA
"SV2064" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Leptosphaeriaceae" "g__Sphaerellopsis" "s__paraphysata"
"SV2065" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Sordariales" "f__Lasiosphaeriaceae" NA NA
"SV2066" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" "o__Chaetothyriales" "f__Cyphellophoraceae" "g__Cyphellophora" "s__fusarioides"
"SV2067" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" "o__Eurotiales" "f__Aspergillaceae" "g__Aspergillus" NA
"SV2068" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" "o__Chaetothyriales" NA NA NA
"SV2069" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Capnodiales" NA NA NA
"SV2070" "k__Fungi" "p__Basidiomycota" NA NA NA NA NA
"SV2071" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" NA NA NA
"SV2072" "k__Fungi" "p__Ascomycota" NA NA NA NA NA
"SV2073" "k__Fungi" "p__Basidiomycota" "c__Pucciniomycetes" "o__Pucciniales" "f__Sphaerophragmiaceae" "g__Nyssopsora" "s__koelreuteriae"
"SV2074" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Xylariales" "f__Sporocadaceae" "g__Pestalotiopsis" NA
"SV2075" "k__Fungi" NA NA NA NA NA NA
"SV2076" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Togniniales" "f__Togniniaceae" "g__Phaeoacremonium" NA
"SV2077" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" NA NA NA
"SV2078" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Lophiostomataceae" "g__Lophiostoma" NA
"SV2079" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Torulaceae" "g__Torula" NA
"SV2080" "k__Fungi" NA NA NA NA NA NA
"SV2081" "k__Fungi" "p__Basidiomycota" "c__Microbotryomycetes" "o__Sporidiobolales" "f__Sporidiobolaceae" "g__Rhodotorula" "s__dairenensis"
"SV2082" "k__Fungi" NA NA NA NA NA NA
"SV2083" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Polyporales" "f__Meruliaceae" "g__Scopuloides" NA
"SV2084" "k__Fungi" "p__Basidiomycota" "c__Tremellomycetes" "o__Tremellales" "f__Tremellaceae" "g__Cryptococcus" "s__neoformans"
"SV2085" "k__Fungi" NA NA NA NA NA NA
"SV2086" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Xylariales" NA NA NA
"SV2087" "k__Fungi" NA NA NA NA NA NA
"SV2088" "k__Fungi" "p__Ascomycota" "c__Lecanoromycetes" "o__Peltigerales" "f__Pannariaceae" "g__Pectenia" "s__plumbea"
"SV2089" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Pleurotheciales" "f__Pleurotheciaceae" "g__Pleurotheciella" NA
"SV2090" "k__Fungi" "p__Chytridiomycota" "c__Rhizophydiomycetes" "o__Rhizophydiales" "f__Rhizophydiales_fam_Incertae_sedis" "g__Batrachochytrium" "s__salamandrivorans"
"SV2091" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" "o__Chaetothyriales" "f__Herpotrichiellaceae" "g__Exophiala" "s__oligosperma"
"SV2092" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" "o__Eurotiales" "f__Aspergillaceae" "g__Penicillium" "s__roqueforti"
"SV2093" "k__Fungi" NA NA NA NA NA NA
"SV2094" "k__Fungi" "p__Basidiomycota" "c__Cystobasidiomycetes" "o__Cystobasidiales" "f__Cystobasidiaceae" "g__Cystobasidium" "s__calyptogenae"
"SV2095" "k__Fungi" NA NA NA NA NA NA
"SV2096" "k__Fungi" "p__Rozellomycota" NA NA NA NA NA
"SV2097" "k__Fungi" NA NA NA NA NA NA
"SV2098" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Xylariales" "f__Xylariales_fam_Incertae_sedis" "g__Fusidium" NA
"SV2099" "k__Fungi" NA NA NA NA NA NA
"SV2100" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Botryosphaeriales" "f__Botryosphaeriaceae" "g__Botryosphaeria" NA
"SV2101" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Didymosphaeriaceae" "g__Tremateia" NA
"SV2102" "k__Fungi" NA NA NA NA NA NA
"SV2103" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Glomerellales" "f__Plectosphaerellaceae" "g__Plectosphaerella" NA
"SV2104" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Hypocreales_fam_Incertae_sedis" "g__Emericellopsis" "s__pallida"
"SV2105" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Acrospermales" "f__Acrospermales_fam_Incertae_sedis" "g__Leptodiscella" "s__africana"
"SV2106" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Tremellodendropsidales" NA NA NA
"SV2107" "k__Fungi" "p__Chytridiomycota" "c__Rhizophydiomycetes" "o__Rhizophydiales" "f__Rhizophydiales_fam_Incertae_sedis" "g__Batrachochytrium" "s__salamandrivorans"
"SV2108" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Hypocreales_fam_Incertae_sedis" "g__Acremonium" "s__hennebertii"
"SV2109" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" "o__Chaetothyriales" "f__Trichomeriaceae" "g__Trichomerium" "s__bambusae"
"SV2110" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Lentitheciaceae" NA NA
"SV2111" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" NA NA NA
"SV2112" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Diaporthales" "f__Diaporthaceae" "g__Diaporthe" "s__tectonendophytica"
"SV2113" "k__Fungi" NA NA NA NA NA NA
"SV2114" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" NA NA NA NA
"SV2115" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" NA NA NA NA
"SV2116" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" NA NA NA
"SV2117" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Capnodiales" NA NA NA
"SV2118" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Capnodiales" "f__Mycosphaerellaceae" NA NA
"SV2119" "k__Fungi" NA NA NA NA NA NA
"SV2120" "k__Fungi" NA NA NA NA NA NA
"SV2121" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Cucurbitariaceae" "g__Pyrenochaeta" NA
"SV2122" "k__Fungi" NA NA NA NA NA NA
"SV2123" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Glomerellales" "f__Plectosphaerellaceae" "g__Plectosphaerella" NA
"SV2124" "k__Fungi" NA NA NA NA NA NA
"SV2125" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Hypocreales_fam_Incertae_sedis" "g__Gliocladium" "s__cibotii"
"SV2126" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Agaricales" "f__Tricholomataceae" NA NA
"SV2127" "k__Fungi" NA NA NA NA NA NA
"SV2128" "k__Fungi" "p__Ascomycota" NA NA NA NA NA
"SV2129" "k__Fungi" NA NA NA NA NA NA
"SV2130" "k__Fungi" NA NA NA NA NA NA
"SV2131" "k__Fungi" NA NA NA NA NA NA
"SV2132" "k__Fungi" NA NA NA NA NA NA
"SV2133" "k__Fungi" NA NA NA NA NA NA
"SV2134" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Glomerellales" "f__Plectosphaerellaceae" "g__Plectosphaerella" NA
"SV2135" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Helotiales" "f__Hyaloscyphaceae" "g__Cistella" NA
"SV2136" "k__Fungi" "p__Chytridiomycota" "c__Rhizophydiomycetes" "o__Rhizophydiales" "f__Rhizophydiales_fam_Incertae_sedis" "g__Batrachochytrium" "s__salamandrivorans"
"SV2137" "k__Fungi" "p__Chytridiomycota" "c__Rhizophydiomycetes" "o__Rhizophydiales" "f__Rhizophydiales_fam_Incertae_sedis" "g__Batrachochytrium" "s__salamandrivorans"
"SV2138" "k__Fungi" NA NA NA NA NA NA
"SV2139" "k__Fungi" "p__Basidiomycota" "c__Tremellomycetes" "o__Trichosporonales" "f__Trichosporonaceae" NA NA
"SV2140" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" NA NA NA
"SV2141" "k__Fungi" NA NA NA NA NA NA
"SV2142" "k__Fungi" NA NA NA NA NA NA
"SV2143" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Agaricales" "f__Physalacriaceae" "g__Cryptomarasmius" "s__thwaitesii"
"SV2144" "k__Fungi" NA NA NA NA NA NA
"SV2145" "k__Fungi" NA NA NA NA NA NA
"SV2146" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Capnodiales" NA NA NA
"SV2147" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Trechisporales" "f__Hydnodontaceae" NA NA
"SV2148" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Diaporthales" "f__Cryphonectriaceae" NA NA
"SV2149" "k__Fungi" NA NA NA NA NA NA
"SV2150" "k__Fungi" "p__Ascomycota" "c__Orbiliomycetes" "o__Orbiliales" "f__Orbiliaceae" "g__Brachyphoris" NA
"SV2151" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Leptosphaeriaceae" "g__Ampelomyces" "s__quisqualis"
"SV2152" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Glomerellales" "f__Plectosphaerellaceae" NA NA
"SV2153" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Agaricales" "f__Schizophyllaceae" "g__Schizophyllum" "s__commune"
"SV2154" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" NA NA NA
"SV2155" "k__Fungi" "p__Ascomycota" "c__Lecanoromycetes" "o__Caliciales" "f__Caliciaceae" "g__Dirinaria" "s__picta"
"SV2156" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Xylariales" "f__Sporocadaceae" "g__Neopestalotiopsis" NA
"SV2157" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" "o__Chaetothyriales" "f__Cyphellophoraceae" "g__Cyphellophora" NA
"SV2158" "k__Fungi" "p__Rozellomycota" "c__Rozellomycotina_cls_Incertae_sedis" "o__GS12" NA NA NA
"SV2159" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" "o__Chaetothyriales" "f__Herpotrichiellaceae" "g__Cladophialophora" NA
"SV2160" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" NA NA NA NA
"SV2161" "k__Fungi" NA NA NA NA NA NA
"SV2162" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Ophiocordycipitaceae" "g__Haptocillium" "s__sinense"
"SV2163" "k__Fungi" "p__Chytridiomycota" "c__Rhizophydiomycetes" "o__Rhizophydiales" NA NA NA
"SV2164" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Pleosporales_fam_Incertae_sedis" NA NA
"SV2165" "k__Fungi" NA NA NA NA NA NA
"SV2166" "k__Fungi" "p__Basidiomycota" NA NA NA NA NA
"SV2167" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" "o__Eurotiales" "f__Aspergillaceae" "g__Aspergillus" "s__conicus"
"SV2168" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Capnodiales" NA NA NA
"SV2169" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" "o__Chaetothyriales" "f__Cyphellophoraceae" "g__Cyphellophora" NA
"SV2170" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" "o__Eurotiales" "f__Aspergillaceae" "g__Penicillium" NA
"SV2171" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" "o__Eurotiales" "f__Aspergillaceae" "g__Aspergillus" "s__conicus"
"SV2172" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Didymellaceae" NA NA
"SV2173" "k__Fungi" "p__Chytridiomycota" NA NA NA NA NA
"SV2174" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Xylariales" "f__Apiosporaceae" "g__Arthrinium" "s__malaysianum"
"SV2175" "k__Fungi" NA NA NA NA NA NA
"SV2176" "k__Fungi" "p__Monoblepharomycota" "c__Hyaloraphidiomycetes" "o__Hyaloraphidiales" "f__Hyaloraphidiales_fam_Incertae_sedis" "g__Hyaloraphidium" "s__curvatum"
"SV2177" "k__Fungi" NA NA NA NA NA NA
"SV2178" "k__Fungi" NA NA NA NA NA NA
"SV2179" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" "o__Chaetothyriales" "f__Cyphellophoraceae" "g__Cyphellophora" NA
"SV2180" "k__Fungi" "p__Basidiomycota" "c__Tremellomycetes" "o__Tremellales" "f__Tremellaceae" "g__Cryptococcus" "s__neoformans"
"SV2181" "k__Fungi" "p__Basidiomycota" "c__Tremellomycetes" "o__Tremellales" "f__Bulleribasidiaceae" "g__Dioszegia" "s__var._zsoltii"
"SV2182" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" "o__Chaetothyriales" "f__Chaetothyriales_fam_Incertae_sedis" "g__Strelitziana" "s__africana"
"SV2183" "k__Fungi" "p__Ascomycota" NA NA NA NA NA
"SV2184" "k__Fungi" NA NA NA NA NA NA
"SV2185" "k__Fungi" "p__Basidiomycota" "c__Tremellomycetes" "o__Tremellales" "f__Bulleribasidiaceae" "g__Derxomyces" NA
"SV2186" "k__Fungi" NA NA NA NA NA NA
"SV2187" "k__Fungi" "p__Chytridiomycota" "c__Rhizophydiomycetes" "o__Rhizophydiales" "f__Rhizophydiales_fam_Incertae_sedis" "g__Batrachochytrium" "s__salamandrivorans"
"SV2188" "k__Fungi" "p__Basidiomycota" "c__Agaricostilbomycetes" "o__Agaricostilbales" "f__Chionosphaeraceae" "g__Cystobasidiopsis" "s__lophatheri"
"SV2189" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Polyporales" "f__Ganodermataceae" NA NA
"SV2190" "k__Fungi" "p__Ascomycota" NA NA NA NA NA
"SV2191" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Xylariales" "f__Apiosporaceae" "g__Arthrinium" NA
"SV2192" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Capnodiales" "f__Mycosphaerellaceae" "g__Neoceratosperma" "s__yunnanensis"
"SV2193" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Capnodiales" "f__Neodevriesiaceae" "g__Neodevriesia" NA
"SV2194" "k__Fungi" NA NA NA NA NA NA
"SV2195" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Tubeufiales" "f__Wiesneriomycetaceae" "g__Wiesneriomyces" "s__laurinus"
"SV2196" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" NA NA NA NA
"SV2197" "k__Fungi" "p__Ascomycota" "c__Lecanoromycetes" "o__Lecanorales" "f__Ramalinaceae" "g__Bacidina" NA
"SV2198" "k__Fungi" NA NA NA NA NA NA
"SV2199" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Pleosporales_fam_Incertae_sedis" "g__Chaetophoma" NA
"SV2200" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Cordycipitaceae" "g__Cordyceps" "s__brongniartii"
"SV2201" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Glomerellales" "f__Glomerellaceae" "g__Colletotrichum" NA
"SV2202" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Hypocreaceae" "g__Monocillium" "s__tenue"
"SV2203" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" "o__Eurotiales" "f__Aspergillaceae" "g__Penicillium" "s__brevicompactum"
"SV2204" "k__Fungi" "p__Ascomycota" "c__Pezizomycotina_cls_Incertae_sedis" "o__Pezizomycotina_ord_Incertae_sedis" "f__Pezizomycotina_fam_Incertae_sedis" "g__Ciliophora" NA
"SV2205" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Didymosphaeriaceae" NA NA
"SV2206" "k__Fungi" "p__Basidiomycota" "c__Cystobasidiomycetes" "o__Cystobasidiales" "f__Cystobasidiaceae" "g__Cystobasidium" "s__minuta"
"SV2207" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Xylariales" "f__Xylariaceae" "g__Vamsapriya" NA
"SV2208" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Clavicipitaceae" "g__Metapochonia" "s__goniodes"
"SV2209" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Hypocreaceae" "g__Monocillium" NA
"SV2210" "k__Fungi" NA NA NA NA NA NA
"SV2211" "k__Fungi" NA NA NA NA NA NA
